,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0034976,BP,GO:0034976,response to endoplasmic reticulum stress,32/2105,109/20875,0.293577981651376,2.91137309594892,6.70006546549288,1.65539984357478e-08,3.43277651772876e-07,2.4652159443374e-07,837429/824489/836572/840286/837365/834758/824661/834210/814811/844087/839355/817874/834207/821995/840897/816258/838779/842812/832950/820249/837998/828520/836301/831870/820142/843462/817854/837441/831392/828856/824115/838261,32
GO:0009408,BP,GO:0009408,response to heat,63/2105,304/20875,0.207236842105263,2.05513970496312,6.20605769798194,2.16761029980892e-08,4.44811696939956e-07,3.19437307340262e-07,818414/838122/837430/842203/837429/831856/828641/838107/829853/836103/820049/840286/835341/821855/817155/830601/825291/816622/841592/817575/820019/820438/834842/829073/837304/828929/817925/820091/838224/820102/834207/818429/842281/819567/831765/827622/832267/832950/820249/836626/835248/843644/822041/838780/834913/819296/843771/828714/835421/844390/822427/842733/842280/819331/818715/836163/844333/830626/838268/834610/843125/817304/826849,63
GO:0042537,BP,GO:0042537,benzene-containing compound metabolic process,25/2105,74/20875,0.337837837837838,3.35029209732298,6.78253973163331,2.75907397225385e-08,5.54630176055111e-07,3.98302408024616e-07,826642/832524/829869/832750/830894/843716/843810/830058/838288/814770/829566/824408/827371/820141/836377/824516/817876/818986/839846/828685/816894/839735/818588/836163/831876,25
GO:0034204,BP,GO:0034204,lipid translocation,11/2105,16/20875,0.6875,6.81784441805226,7.79600494096202,2.88846477092142e-08,5.74775313001535e-07,4.12769447327845e-07,822148/820603/830375/834447/839154/843602/816913/842275/837881/838324/843201,11
GO:0009407,BP,GO:0009407,toxin catabolic process,19/2105,46/20875,0.41304347826087,4.09609625116183,7.03972854243006,3.08079882365733e-08,6.06917368260494e-07,4.35851959894258e-07,817496/817495/843328/843329/820083/836368/843799/839515/839295/839479/814822/838288/814770/827931/844169/817491/844174/817498/841805,19
GO:0006749,BP,GO:0006749,glutathione metabolic process,22/2105,60/20875,0.366666666666667,3.63618368962787,6.84793831428285,3.4355588138489e-08,6.70104045869538e-07,4.81228873977376e-07,817496/817495/843328/843329/820083/836368/843799/839515/839295/839479/814822/838288/814770/827931/844169/843864/817491/844174/817498/822003/841805/829042,22
GO:0009555,BP,GO:0009555,pollen development,74/2105,385/20875,0.192207792207792,1.90609865194188,6.00940706416645,3.7714001021802e-08,7.21326038960678e-07,5.18013463191639e-07,827024/842932/831401/816283/828800/822257/817807/836572/824582/820006/828669/843057/818520/817544/830979/814811/816567/839275/843584/837444/833623/820381/837438/823639/819988/827062/830470/821995/831419/828782/835091/824548/837998/827381/819832/837855/829502/838074/819903/829059/831966/817599/818071/819212/835421/825650/825122/820306/819989/828125/814841/818066/821312/837163/824895/834119/827134/838501/835726/818258/820647/830497/831860/815209/830440/821074/832428/823396/828151/830839/819620/819952/820317/831400,74
GO:0006790,BP,GO:0006790,sulfur compound metabolic process,72/2105,373/20875,0.193029490616622,1.91424732381092,5.96646026102006,4.80443960376103e-08,9.0140438280088e-07,6.47335020296223e-07,825182/817496/842945/817628/832525/818902/839488/822298/817495/843328/843329/825184/817180/820083/836368/843799/839515/6241037/839295/819055/835828/819562/839479/814904/821817/831174/814822/826456/834871/837768/838288/814770/827931/838708/843107/824408/844169/831298/829452/820331/839418/843864/823579/824807/818429/842281/821201/820888/817491/844174/828834/830154/833655/828798/829894/834400/817498/822003/833992/836499/835882/841805/840543/838438/819902/821676/837766/829042/827122/835598/837412/839303,72
GO:0002221,BP,GO:0002221,pattern recognition receptor signaling pathway,14/2105,27/20875,0.518518518518518,5.1420779449283,7.21214921363723,6.06890296412385e-08,1.12789989050226e-06,8.09990624010174e-07,821832/832474/824073/817828/836686/832170/842432/820141/842281/818549/825434/836819/821717/831876,14
GO:0010118,BP,GO:0010118,stomatal movement,41/2105,168/20875,0.244047619047619,2.42018719601855,6.18925527266763,6.24760149153577e-08,1.13960879058569e-06,8.18399259709949e-07,838122/841612/837408/836040/837480/839324/825139/820006/819392/829442/843810/818491/837210/838224/842710/816235/817901/824807/818549/820355/827297/826838/818706/817206/825809/818670/828714/827481/820956/839277/817745/820647/834509/821676/828151/831285/839907/827630/839134/820284/834026,41
GO:0006812,BP,GO:0006812,monoatomic cation transport,61/2105,303/20875,0.201320132013201,1.99646449205491,5.85115546509895,1.07774639722886e-07,1.91275711940618e-06,1.37362840955485e-06,830991/838122/834896/828470/831754/821863/834895/842203/825513/817459/824349/814938/817458/817047/844278/832145/829400/826973/817460/831654/834679/820765/819940/829112/829918/824900/844299/842281/842041/825050/839138/839670/831720/838472/816783/829142/827740/823950/820622/837280/817206/842721/818071/835245/842022/814729/827481/815004/817490/824539/821030/828859/839997/837296/819566/820384/830799/830525/839907/843366/814931,61
GO:0009696,BP,GO:0009696,salicylic acid metabolic process,19/2105,50/20875,0.38,3.76840855106888,6.56325733342543,1.51710316443325e-07,2.66847610172634e-06,1.91634083928411e-06,826642/832524/829869/832750/830894/843716/843810/830058/824408/827371/820141/836377/818986/839846/828685/816894/839735/836163/831876,19
GO:0072665,BP,GO:0072665,protein localization to vacuole,20/2105,55/20875,0.363636363636364,3.60613258475491,6.48088390482123,1.68081340828687e-07,2.90456352133783e-06,2.08588478369118e-06,828470/839974/827757/818059/844033/831682/837428/828571/831551/829059/824478/824539/838077/815960/824451/832543/818422/839062/817230/828241,20
GO:0072666,BP,GO:0072666,establishment of protein localization to vacuole,20/2105,55/20875,0.363636363636364,3.60613258475491,6.48088390482123,1.68081340828687e-07,2.90456352133783e-06,2.08588478369118e-06,828470/839974/827757/818059/844033/831682/837428/828571/831551/829059/824478/824539/838077/815960/824451/832543/818422/839062/817230/828241,20
GO:0007034,BP,GO:0007034,vacuolar transport,30/2105,109/20875,0.275229357798165,2.72941227745211,6.06222589420917,2.23322500901049e-07,3.79263212737127e-06,2.72364284220517e-06,828470/839974/827757/818059/844033/831682/837428/828782/820233/831232/828571/839323/839001/831551/829059/824478/827706/834549/824539/838077/815211/815960/837568/824451/836508/832543/818422/839062/817230/828241,30
GO:0030258,BP,GO:0030258,lipid modification,27/2105,97/20875,0.278350515463918,2.76036437544384,5.81946848527385,6.93524239504536e-07,1.12912624117681e-05,8.10871316132316e-06,821135/836633/841160/841944/843584/827526/842864/819865/819870/821808/843947/827381/831604/817876/818879/814646/830333/837140/836635/832812/841516/837820/837069/824309/830144/827314/840311,27
GO:0097035,BP,GO:0097035,regulation of membrane lipid distribution,11/2105,20/20875,0.55,5.45427553444181,6.67396204345227,7.56352664493631e-07,1.22132356479709e-05,8.77081950888214e-06,822148/820603/830375/834447/839154/843602/816913/842275/837881/838324/843201,11
GO:0098739,BP,GO:0098739,import across plasma membrane,15/2105,36/20875,0.416666666666667,4.13202692003167,6.29846981821996,7.66742408741551e-07,1.22803458961045e-05,8.81901409797728e-06,838122/827860/818506/819314/821086/818060/826973/844299/838472/817206/824786/814729/827481/815004/839907,15
GO:0044550,BP,GO:0044550,secondary metabolite biosynthetic process,40/2105,177/20875,0.225988700564972,2.24109934645786,5.55297530553939,7.88781392881081e-07,1.25314463223849e-05,8.99933949093525e-06,820564/817628/829955/818902/822298/817495/843126/6241037/832145/830416/835828/828364/842479/826456/822042/837768/826844/843600/820316/824408/829779/839418/837304/823579/824807/830018/818429/828834/830154/821677/844421/831183/817599/842478/822338/827912/838438/839768/830525/837766,40
GO:0072593,BP,GO:0072593,reactive oxygen species metabolic process,35/2105,148/20875,0.236486486486486,2.34520446812608,5.49981002742082,1.2413735233409e-06,1.89574096200122e-05,1.36140841727472e-05,818902/28717391/842368/824073/827834/6241037/842909/824802/827563/828943/820214/824408/828444/834484/834842/837304/5008204/843864/842710/817901/823964/816248/838652/826838/843389/820630/837405/814729/839357/829641/825251/840115/842910/828151/837384,35
GO:0015748,BP,GO:0015748,organophosphate ester transport,18/2105,52/20875,0.346153846153846,3.43276082587246,5.88201583659203,1.59743299986162e-06,2.36955075778816e-05,1.70167043466058e-05,842477/822148/828955/820603/830375/831193/820456/834447/839154/843602/818435/842275/837881/838324/843201/828400/832812/830144,18
GO:0062197,BP,GO:0062197,cellular response to chemical stress,31/2105,126/20875,0.246031746031746,2.43986351468537,5.42881156688512,2.02788631465197e-06,2.95921188138103e-05,2.1251299858809e-05,821135/820564/842945/842368/834678/838212/823679/828641/842909/842527/837075/829946/831156/832477/834842/837304/843864/842710/840181/825817/816248/839323/819961/837405/836423/840318/836286/836015/836366/842910/821170,31
GO:0052542,BP,GO:0052542,defense response by callose deposition,13/2105,30/20875,0.433333333333333,4.29730799683294,6.05223728680994,2.4686136136482e-06,3.54975826196129e-05,2.54922527602243e-05,841606/835828/836222/824629/842710/842281/830154/842066/839735/836819/825650/822601/838438,13
GO:0098660,BP,GO:0098660,inorganic ion transmembrane transport,51/2105,262/20875,0.194656488549618,1.93038204203006,5.07502418879502,3.23978511634881e-06,4.49463146423039e-05,3.22777701732602e-05,824046/828470/831754/821863/825513/824349/837327/818506/844278/835085/829400/826973/830806/834679/820765/829112/829918/824900/823707/823641/844299/842041/825050/818409/839138/839670/838472/816783/829142/827740/823950/837280/817206/842721/818071/843122/835245/842022/814729/827481/815004/817490/824539/821030/828859/839997/837296/830799/839907/843366/814931,51
GO:0009838,BP,GO:0009838,abscission,15/2105,41/20875,0.365853658536585,3.62812119807659,5.6408914305715,5.3608090820626e-06,7.2833061321816e-05,5.23043731854239e-05,818785/824802/824918/843208/829956/843810/824408/817746/819988/828967/823964/831345/829712/841591/821676,15
GO:0009403,BP,GO:0009403,toxin biosynthetic process,9/2105,16/20875,0.5625,5.57823634204276,6.13491021394595,6.26897875232189e-06,8.07182231508113e-05,5.79670274724501e-05,817628/818902/822298/817495/824408/824807/818429/828834/830154,9
GO:0052315,BP,GO:0052315,phytoalexin biosynthetic process,9/2105,16/20875,0.5625,5.57823634204276,6.13491021394595,6.26897875232189e-06,8.07182231508113e-05,5.79670274724501e-05,817628/818902/822298/817495/824408/824807/818429/828834/830154,9
GO:0006887,BP,GO:0006887,exocytosis,19/2105,62/20875,0.306451612903226,3.03903915408781,5.38456744648564,6.52750942953301e-06,8.3501256988182e-05,5.99656368646095e-05,824681/831154/820109/826820/824405/831247/836222/841165/837210/820355/838456/820201/837791/822601/838713/835106/830440/820625/817414,19
GO:0098657,BP,GO:0098657,import into cell,30/2105,127/20875,0.236220472440945,2.3425664428526,5.08213599162972,7.12435615648651e-06,8.99678309505027e-05,6.46095457106469e-05,838122/827860/828212/818506/833474/839416/819314/821086/832596/818060/826973/814723/830401/824352/844299/838472/827187/817206/824786/814729/827481/815004/814689/828700/842251/825098/839907/817230/820284/832340,30
GO:0033037,BP,GO:0033037,polysaccharide localization,17/2105,52/20875,0.326923076923077,3.24205189110177,5.42091297659407,7.52678060328678e-06,9.44443171240442e-05,6.7824291859319e-05,841606/835828/836222/824629/842710/842281/830154/842066/836626/819903/843389/839735/836819/825650/822601/818258/838438,17
GO:0080135,BP,GO:0080135,regulation of cellular response to stress,26/2105,103/20875,0.252427184466019,2.50328621174734,5.12174418263275,8.01423581649981e-06,9.99243326487635e-05,7.17597131071003e-05,838338/819120/822092/824349/815949/831173/817828/823729/817744/829853/834836/824405/843617/829589/843620/816622/831158/827493/840181/832137/10723040/820355/821717/817745/824115/842754,26
GO:1901699,BP,GO:1901699,cellular response to nitrogen compound,18/2105,58/20875,0.310344827586207,3.07764763698911,5.30607730999302,9.33183220306268e-06,0.000114184530683438,8.2000539267187e-05,821135/830991/834896/834895/817459/837327/817458/826456/817460/817923/819940/823641/837890/842281/824516/821717/842733/819566,18
GO:0009225,BP,GO:0009225,nucleotide-sugar metabolic process,17/2105,53/20875,0.320754716981132,3.18088110070363,5.32360048586121,1.0045986882872e-05,0.0001221641614769,8.77310355463284e-05,820307/834475/817744/843027/839942/821995/817426/831419/823794/825458/818066/824280/817745/844193/831513/831402/831926,17
GO:0009723,BP,GO:0009723,response to ethylene,40/2105,197/20875,0.203045685279188,2.01357657016772,4.78665540890563,1.28081608261511e-05,0.000152921677742531,0.000109819254547669,838122/834101/830917/823679/819632/824212/843208/831174/820429/828053/6240315/834629/842862/839864/824408/830457/6240283/824306/834469/842710/837125/824807/821902/825831/834768/832196/833957/827297/839103/822041/818670/830497/819614/834509/840115/839232/836158/837393/818120/817375,40
GO:0016311,BP,GO:0016311,dephosphorylation,42/2105,213/20875,0.197183098591549,1.9554380917333,4.69356599071855,1.6651894622541e-05,0.00019183761641173,0.00013776636732961,836040/839348/821047/814719/836633/841160/824448/821239/825399/828591/838347/830937/825706/829536/827526/814874/840379/837276/818609/817438/843609/830564/824693/817553/834684/814646/817489/830333/838835/831059/828714/829303/817935/819724/842708/818571/837069/827539/824309/838330/822171/840311,42
GO:0009743,BP,GO:0009743,response to carbohydrate,40/2105,200/20875,0.2,1.9833729216152,4.67958389161687,1.85612586088806e-05,0.000211362309014421,0.000151787840403623,817870/841606/842477/828081/817828/835828/843027/836596/834629/836222/832206/824408/829589/819700/824629/830779/838224/842710/838739/842281/819567/831765/830154/842066/831183/835005/822207/834434/839735/836819/825650/837405/822601/838438/824921/837069/839062/823954/820292/817382,40
GO:0006787,BP,GO:0006787,porphyrin-containing compound catabolic process,11/2105,26/20875,0.423076923076923,4.19559656495523,5.46000145336765,1.95963363693151e-05,0.000219349996620222,0.00015752412260624,843308/826798/819561/827371/828391/821250/828127/823622/834408/838668/842199,11
GO:0033015,BP,GO:0033015,tetrapyrrole catabolic process,11/2105,26/20875,0.423076923076923,4.19559656495523,5.46000145336765,1.95963363693151e-05,0.000219349996620222,0.00015752412260624,843308/826798/819561/827371/828391/821250/828127/823622/834408/838668/842199,11
GO:0009856,BP,GO:0009856,pollination,57/2105,323/20875,0.176470588235294,1.75003493083694,4.5493825642383,1.97629812760925e-05,0.000219349996620222,0.00015752412260624,821197/828212/837429/831154/839416/818097/828800/6240393/820049/817807/824582/826456/842831/828943/831247/820603/841165/831091/816567/837444/833623/823639/842337/816248/842275/817872/819832/818720/825829/822003/819903/829059/824862/831966/820201/829103/816249/827481/841591/814841/821312/818710/819724/834766/820142/819902/838713/837069/836163/821074/839854/832428/821435/828151/831400/828713/833544,57
GO:0044706,BP,GO:0044706,multi-multicellular organism process,57/2105,323/20875,0.176470588235294,1.75003493083694,4.5493825642383,1.97629812760925e-05,0.000219349996620222,0.00015752412260624,821197/828212/837429/831154/839416/818097/828800/6240393/820049/817807/824582/826456/842831/828943/831247/820603/841165/831091/816567/837444/833623/823639/842337/816248/842275/817872/819832/818720/825829/822003/819903/829059/824862/831966/820201/829103/816249/827481/841591/814841/821312/818710/819724/834766/820142/819902/838713/837069/836163/821074/839854/832428/821435/828151/831400/828713/833544,57
GO:0006623,BP,GO:0006623,protein targeting to vacuole,14/2105,40/20875,0.35,3.4709026128266,5.23824280621272,1.98194413189845e-05,0.000219349996620222,0.00015752412260624,828470/839974/827757/818059/837428/828571/829059/824478/824539/815960/824451/832543/839062/817230,14
GO:0048588,BP,GO:0048588,developmental cell growth,47/2105,251/20875,0.187250996015936,1.85694277521742,4.57402975783065,2.21763796828379e-05,0.000244064066900506,0.000175272298110756,834489/828212/837429/831154/839416/819314/828800/837853/820049/817807/842651/842831/828943/831247/820603/831554/831091/837444/833623/828991/842337/819865/834412/816248/842275/839323/819832/818720/825829/822003/819903/817206/824862/820201/827481/821312/819724/834766/827022/820142/838713/824309/821074/821435/831400/833544/821610,47
GO:0006900,BP,GO:0006900,vesicle budding from membrane,17/2105,56/20875,0.303571428571429,3.01047675602307,5.04498513179523,2.27108030565757e-05,0.000247859004457154,0.000177997596575162,828212/833474/839416/814723/837438/824384/816913/820233/842275/837054/814689/828700/834798/815211/825521/836508/814675,17
GO:0010015,BP,GO:0010015,root morphogenesis,60/2105,347/20875,0.172910662824208,1.71473163252035,4.49605043881367,2.27728323892106e-05,0.000247859004457154,0.000177997596575162,831147/829860/28717391/834489/842203/816256/6241037/819314/836633/837853/843208/829861/842651/841944/820386/830457/829589/831554/843734/816281/819804/828733/834695/842281/825525/824932/828967/828991/832196/819865/834412/821808/839323/820600/827297/839103/820398/819927/817206/821416/818128/843161/835882/838740/842251/824484/819724/827022/816780/819969/836228/824309/832543/840115/822378/821676/823754/839062/821610/831970,60
GO:0072330,BP,GO:0072330,monocarboxylic acid biosynthetic process,46/2105,245/20875,0.187755102040816,1.86194192641427,4.54473105181594,2.51454096124411e-05,0.000270691021510978,0.000194394193380045,821135/838508/823555/842880/827562/815864/843838/6241037/831483/832750/826456/843716/841944/843810/830058/820709/835358/824408/839889/843584/820141/816412/838224/817901/836377/842748/830154/835571/828484/834966/827381/817876/821460/818706/817257/838668/828685/821961/822169/835258/823556/836015/838824/824568/831876/838147,46
GO:0071417,BP,GO:0071417,cellular response to organonitrogen compound,14/2105,41/20875,0.341463414634146,3.38624645153815,5.12174140582421,2.73165098862773e-05,0.000292464806934599,0.000210030831162223,830991/834896/834895/817459/817458/826456/817460/817923/819940/842281/824516/821717/842733/819566,14
GO:1901617,BP,GO:1901617,organic hydroxy compound biosynthetic process,43/2105,227/20875,0.18942731277533,1.87852501386462,4.45681716047327,3.65656326606963e-05,0.000383161150753041,0.000275163551489226,821135/842880/827562/818013/829559/832750/829560/832479/843716/827208/816173/843810/830058/816041/822299/816040/824408/839889/835480/820141/816412/838224/10723114/835987/817901/841899/830018/816152/836377/835991/818706/817257/828239/838668/828685/837168/842805/836480/836477/836015/838824/844193/831876,43
GO:1901419,BP,GO:1901419,regulation of response to alcohol,29/2105,132/20875,0.21969696969697,2.17870510328943,4.54938927150338,4.30181090092518e-05,0.000441383722647011,0.000316975540068171,841606/826796/836040/838107/839324/817807/832750/836596/839265/838922/843418/828444/814683/843106/830996/837890/836739/821005/817876/828714/821182/830497/832215/826541/836163/832396/837393/829473/834026,29
GO:0006914,BP,GO:0006914,autophagy,22/2105,89/20875,0.247191011235955,2.45135979076036,4.59495626572738,5.49111562166376e-05,0.000540838251907439,0.000388397868321452,824489/825794/818429/819816/828571/828287/818563/831870/829174/829059/824876/825452/835562/834798/820142/836827/821453/834630/825369/834415/841912/831594,22
GO:0046903,BP,GO:0046903,secretion,22/2105,89/20875,0.247191011235955,2.45135979076036,4.59495626572738,5.49111562166376e-05,0.000540838251907439,0.000388397868321452,824681/831154/820109/826820/824405/831247/836222/841165/830979/837210/828520/820355/838456/820201/837791/822601/838713/835106/830440/830626/820625/817414,22
GO:0061919,BP,GO:0061919,process utilizing autophagic mechanism,22/2105,89/20875,0.247191011235955,2.45135979076036,4.59495626572738,5.49111562166376e-05,0.000540838251907439,0.000388397868321452,824489/825794/818429/819816/828571/828287/818563/831870/829174/829059/824876/825452/835562/834798/820142/836827/821453/834630/825369/834415/841912/831594,22
GO:0042440,BP,GO:0042440,pigment metabolic process,37/2105,190/20875,0.194736842105263,1.93117889736217,4.3179629990812,6.79291113620482e-05,0.000659213543759778,0.000473407963031334,818902/829559/843842/821704/843308/826798/829560/821855/819561/816173/816041/842956/837365/816040/827371/821710/828391/832672/821250/830996/828896/828127/823622/837528/828321/834408/838668/817157/837168/836480/836477/842199/843462/843310/844193/820292/817382,37
GO:0042180,BP,GO:0042180,cellular ketone metabolic process,31/2105,150/20875,0.206666666666667,2.04948535233571,4.31987812858735,8.18269171707074e-05,0.000786336716225823,0.000564700265352661,842880/832750/843716/843810/829566/824408/820141/836377/828127/837122/817693/835005/818706/839846/838668/828685/839735/817599/843161/818588/818028/837168/838497/836163/815007/838824/830626/830144/822529/831876/838147,31
GO:0045229,BP,GO:0045229,external encapsulating structure organization,60/2105,364/20875,0.164835164835165,1.63464801232022,4.09059941643488,9.38449854612529e-05,0.000893114112843808,0.000641381441443803,816699/843353/819130/834475/818785/838728/831401/6241037/824918/842108/835828/818917/836572/839026/824582/839942/842404/826970/817184/841820/827905/3768816/828067/844028/818520/817544/822697/836216/830979/824629/839028/820941/837210/832209/816412/819988/825831/842281/821995/830154/835418/818720/828064/831317/819903/819927/818128/830056/825650/825122/821312/824895/839686/818258/838438/828953/834564/843203/831402/831400,60
GO:0006986,BP,GO:0006986,response to unfolded protein,12/2105,35/20875,0.342857142857143,3.40006786562606,4.75888752440263,9.74833865853364e-05,0.000910152945844136,0.000653617717987988,837429/836572/840286/817155/814811/834207/840897/816258/832950/820249/837998/824115,12
GO:0034620,BP,GO:0034620,cellular response to unfolded protein,12/2105,35/20875,0.342857142857143,3.40006786562606,4.75888752440263,9.74833865853364e-05,0.000910152945844136,0.000653617717987988,837429/836572/840286/817155/814811/834207/840897/816258/832950/820249/837998/824115,12
GO:0009812,BP,GO:0009812,flavonoid metabolic process,24/2105,105/20875,0.228571428571429,2.26671191041737,4.3576365873964,9.89873980625631e-05,0.000919835727279478,0.000660571315770033,818902/832524/829559/843842/829560/814904/827208/816173/816041/842956/837365/828669/816040/821710/830996/828896/817157/836480/836477/843462/830320/844193/820292/817382,24
GO:0170035,BP,GO:0170035,L-amino acid catabolic process,14/2105,46/20875,0.304347826086957,3.01817618506661,4.58881486269512,0.000114641732897753,0.00101528823879302,0.000729119632881552,831599/833862/814732/814770/830635/829623/829452/828798/834660/816149/838301/837168/843565/835598,14
GO:0170040,BP,GO:0170040,proteinogenic amino acid catabolic process,14/2105,46/20875,0.304347826086957,3.01817618506661,4.58881486269512,0.000114641732897753,0.00101528823879302,0.000729119632881552,831599/833862/814732/814770/830635/829623/829452/828798/834660/816149/838301/837168/843565/835598,14
GO:0009932,BP,GO:0009932,cell tip growth,39/2105,209/20875,0.186602870813397,1.85051540533476,4.13831807830321,0.000114928567132408,0.00101528823879302,0.000729119632881552,834489/828212/837429/831154/843350/839416/828800/836633/820049/817807/842831/828943/831247/820603/831091/837444/833623/842337/816248/842275/820600/819832/818720/825829/822003/819903/824862/820201/827481/821312/819724/834766/820142/838713/824309/821074/821435/831400/833544,39
GO:0016050,BP,GO:0016050,vesicle organization,26/2105,120/20875,0.216666666666667,2.14865399841647,4.22586127593184,0.000133170507288871,0.00116286786354819,0.000835102542670992,840119/828212/833474/839416/825318/824405/814723/836222/837438/824384/844125/816913/820233/842275/837054/820355/814689/828700/838077/834798/815211/825521/836508/839062/817230/814675,26
GO:0071229,BP,GO:0071229,cellular response to acid chemical,17/2105,64/20875,0.265625,2.63416716152019,4.38466830274965,0.000146276448569986,0.00126387984071435,0.000907643337387171,830991/838122/834896/832474/834895/817459/817458/837075/828053/817460/838420/819940/821613/844174/820956/819566/821170,17
GO:0043455,BP,GO:0043455,regulation of secondary metabolic process,18/2105,70/20875,0.257142857142857,2.55005089921955,4.35018646357809,0.00014830040043118,0.00127577200370928,0.000916183581611151,842880/832145/830416/828364/838136/826844/824408/839418/830018/828834/818706/838668/843161/822338/844383/819423/838824/830626,18
GO:0051176,BP,GO:0051176,positive regulation of sulfur metabolic process,6/2105,10/20875,0.6,5.95011876484561,5.24328153591017,0.00015312616831959,0.00131155891995475,0.000941883616574502,819562/843107/824408/828834/821676/837412,6
GO:0016051,BP,GO:0016051,carbohydrate biosynthetic process,59/2105,366/20875,0.16120218579235,1.59862025102865,3.86915794110505,0.000198051276510905,0.00164624900728474,0.00118223813293651,818902/834475/841567/837112/836638/837968/817357/841015/828500/842108/819288/843027/842651/839942/837111/825476/827905/816031/831554/822697/836216/837059/830979/828355/839418/822462/825831/826884/819567/817426/831419/833302/823794/817697/815080/840272/817872/826855/843776/819903/817814/843450/818128/825650/821182/822338/821312/837189/835258/839686/818258/828953/832220/815007/843203/839292/831400/814643/831970,59
GO:0009809,BP,GO:0009809,lignin biosynthetic process,15/2105,54/20875,0.277777777777778,2.75468461335445,4.32356416866261,0.000206797660335005,0.00170456648895381,0.00122411828007156,829955/843126/832145/830416/828364/842479/826844/843600/829779/837304/844421/831183/842478/822338/827912,15
GO:1903008,BP,GO:1903008,organelle disassembly,15/2105,54/20875,0.277777777777778,2.75468461335445,4.32356416866261,0.000206797660335005,0.00170456648895381,0.00122411828007156,824489/825794/819816/828287/817103/831870/829174/824876/825452/820142/821453/834630/834415/835056/831594,15
GO:0009072,BP,GO:0009072,aromatic amino acid metabolic process,20/2105,85/20875,0.235294117647059,2.33337990778259,4.12508477444365,0.000241830339900362,0.00192876829799074,0.00138512668581328,817022/828364/826844/814770/829566/830457/824629/835480/823601/814980/830154/835571/828815/839103/818986/833436/818588/837168/833841/822529,20
GO:0061024,BP,GO:0061024,membrane organization,46/2105,269/20875,0.171003717472119,1.69582071364869,3.84656786026726,0.000252680035170865,0.0019991151376972,0.00143564560249268,816915/821706/840119/828212/830121/822148/833474/839416/832596/825318/824405/841944/814723/820603/830375/836242/834447/837438/839154/824384/844125/843602/816913/818435/820233/835991/842275/837881/837054/820600/820355/838324/843201/835498/819989/814689/828700/834798/817595/815211/821163/825521/836508/839062/837404/814675,46
GO:0055074,BP,GO:0055074,calcium ion homeostasis,18/2105,73/20875,0.246575342465753,2.44525428692285,4.14237968883512,0.000262240512813618,0.00206645524097131,0.00148400525988001,830991/834896/831754/834895/817459/824349/817458/817460/837365/819940/829112/824900/839138/837280/842022/837296/819566/832428,18
GO:0042592,BP,GO:0042592,homeostatic process,71/2105,466/20875,0.152360515021459,1.51093859908454,3.73548985900978,0.000273507504350659,0.00214665252418645,0.00154159817927149,830991/834896/828470/831754/842368/837408/834895/842203/817459/824349/817458/844278/842909/831483/821047/827208/817460/820709/821175/837365/825291/823896/819940/844166/818721/834842/829112/828899/824900/843820/842710/844299/842281/829558/816248/839138/831720/838472/827381/829142/835005/823950/842865/820622/822003/837280/837140/842721/843161/842977/838199/842022/814729/838723/832496/836635/815004/824895/842170/824539/821030/840543/837296/819566/839277/820384/834509/832428/842910/828316/839780,71
GO:0010876,BP,GO:0010876,lipid localization,32/2105,167/20875,0.191616766467066,1.90023752969121,3.9114972107592,0.000276495013322189,0.00216148879462187,0.00155225270637018,838122/821832/830121/830796/822148/823933/840520/823932/837053/820603/830375/819037/817544/819715/820456/834447/839154/843602/816913/818435/842275/837881/827187/838324/828891/843201/824895/823927/839854/821597/830144/818768,32
GO:1901703,BP,GO:1901703,protein localization involved in auxin polar transport,7/2105,15/20875,0.466666666666667,4.62787015043547,4.70692160545312,0.000325018735933285,0.00249432801838799,0.00179127804259335,822148/843602/842275/837881/838324/843201/824330,7
GO:0009860,BP,GO:0009860,pollen tube growth,34/2105,183/20875,0.185792349726776,1.84247757745675,3.8333583007251,0.000331628753366234,0.00253220404702125,0.00181847835383198,828212/837429/831154/839416/828800/820049/817807/842831/828943/831247/820603/831091/837444/833623/842337/816248/842275/819832/818720/825829/822003/819903/824862/820201/827481/821312/819724/834766/820142/838713/821074/821435/831400/833544,34
GO:0010817,BP,GO:0010817,regulation of hormone levels,47/2105,280/20875,0.167857142857143,1.66461655921276,3.74943672222869,0.000336787416624072,0.00256166490636842,0.00183963539094799,816469/823555/829417/843986/816256/835799/822148/832221/819314/837075/827208/830457/836165/821199/841602/842281/824516/841026/843602/830154/835501/842275/831293/835571/828484/837881/829096/839103/820398/838324/843201/822320/838456/824330/838221/817157/829103/829829/832812/830518/823556/843985/818252/844193/837766/823754/831178,47
GO:0006099,BP,GO:0006099,tricarboxylic acid cycle,14/2105,51/20875,0.274509803921569,2.72227655907969,4.12384804928859,0.000381516536870304,0.00287964589131992,0.00206799042368901,836704/816218/828805/841765/828798/818879/815120/824707/836809/820139/822359/834065/831884/835598,14
GO:0009850,BP,GO:0009850,auxin metabolic process,17/2105,69/20875,0.246376811594203,2.44328548314916,4.02141825509001,0.000388670858466334,0.00292244882129266,0.00209872894246184,823555/832221/837075/830457/821199/841602/841026/830154/835501/831293/835571/828484/839103/832812/823556/823754/831178,17
