,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0009640,BP,GO:0009640,photomorphogenesis,57/5177,111/20875,0.513513513513513,2.07061900610288,6.49472381856706,1.52387272745562e-09,2.98090893177722e-08,1.52387272745562e-08,827049/842458/837479/825286/817857/829866/832140/817241/816650/834312/833693/831275/829009/836603/834663/826712/821382/826470/836463/832432/829902/837417/832368/817016/831902/841922/843890/830543/816538/819992/836466/843693/824019/5007942/836248/817696/841671/843330/827568/822525/829913/829435/818903/843805/837483/824637/837576/824703/822519/832370/837990/830029/830062/835507/841717/831368/833982,57
GO:0051128,BP,GO:0051128,regulation of cellular component organization,117/5177,288/20875,0.40625,1.63810483870968,6.26197759157315,2.03291305987741e-09,3.87469754147575e-08,1.98078708398312e-08,835934/827303/842414/836317/835519/821138/835379/818982/841427/844050/823405/834213/816488/839858/828972/826890/826889/839145/817851/842193/820555/819941/839816/844335/829740/843934/831141/817278/822473/834316/819814/814997/829618/821339/823150/824036/830737/828013/834569/831959/816585/840052/826470/836519/824343/842086/816495/843271/839203/844213/836370/836408/831902/822331/823970/826806/840218/830483/842079/829904/827328/820777/837657/816795/821783/831404/816290/820573/819697/830326/819077/821383/841414/829016/839791/831411/823959/824955/822195/822136/843509/824134/844108/835616/817173/825902/836862/835702/842999/838598/819717/836710/820636/828385/843917/841471/835972/829750/823923/816598/839389/821496/821884/817921/822570/831813/830000/817121/837359/3768804/838443/835761/28718283/821123/841156/831668/827503,117
GO:0044270,BP,GO:0044270,cellular nitrogen compound catabolic process,117/5177,289/20875,0.404844290657439,1.63243665587677,6.21727003389968,2.58937423153372e-09,4.85235675321024e-08,2.48057699491465e-08,835934/816781/817163/837357/814663/818511/829266/839244/819550/831225/821463/819563/820530/828214/841891/820529/824459/834430/832060/837507/827656/816307/827482/844104/829557/836300/819056/821930/828876/837511/836279/839621/844293/833507/823849/818634/815840/831093/835931/840295/814826/816257/831486/820492/815269/839689/842269/829034/824853/825027/836223/843900/825317/834025/844250/821797/844417/820485/837284/824710/837904/834569/836519/842072/838495/833552/838449/839109/834380/819966/837498/840138/823551/821870/817131/838554/841468/824599/824886/832242/821181/830864/816505/829635/841140/829854/828858/835369/837157/828758/843502/834634/829420/824172/820082/839497/816765/827413/828564/843207/816652/830052/832004/816672/817747/835440/829314/839602/823847/826714/817196/816623/820461/828579/824514/828759/819420,117
GO:0045934,BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,110/5177,268/20875,0.41044776119403,1.65503129513722,6.19786083844864,3.08100521797696e-09,5.67821622817242e-08,2.90276524668904e-08,824420/828656/820213/826093/838879/831793/837584/820831/829409/843928/831354/842283/839413/834441/820094/835360/821640/819896/829557/828876/841486/828657/842359/817597/843342/831743/833712/844335/843510/817830/818568/831635/828254/821575/830586/817278/824853/836223/830307/826760/821212/838354/830755/828770/836321/825277/834451/816787/836519/842602/822331/818340/828582/840218/831145/842079/838621/830336/820746/832242/821383/829635/836364/829843/824251/843502/824418/838055/6240858/834784/818410/828045/814878/823971/838518/843805/824621/831164/830512/834444/825358/816345/835780/831813/830361/837934/827102/837359/829314/816798/816365/835948/828579/830515/822344/837043/824514/816317/818178/817770/834301/831978/827246/831256/818887/825468/829544/28718362/5008019/825470,110
GO:0140694,BP,GO:0140694,non-membrane-bounded organelle assembly,69/5177,146/20875,0.472602739726027,1.90565620857269,6.3062383387648,3.11047004623278e-09,5.68553131401566e-08,2.90650479729949e-08,843256/832060/824198/821447/844250/821797/825296/836219/817860/818001/832834/839401/844021/834569/834908/822043/843746/818304/843569/841493/833970/843064/820367/822138/836370/819179/817411/843744/839109/841726/818733/826806/821120/825867/838135/818188/831628/838435/834844/844215/820296/824424/831404/839564/826559/828826/837036/841412/821494/820785/830810/818531/836535/837933/836862/831405/819026/836238/826539/827876/820324/825283/824694/828385/816229/829194/823923/836779/839819,69
GO:0090351,BP,GO:0090351,seedling development,97/5177,229/20875,0.423580786026201,1.70798704042823,6.18649758079551,3.78569323268549e-09,6.80814186200697e-08,3.48039539133989e-08,835934/826728/842951/835379/835878/835701/818816/830345/831020/817170/830374/829025/818862/824060/836300/830744/829022/825532/829332/839621/817597/829842/825517/817141/843634/818438/829597/816012/817830/822117/836806/839718/820816/830454/830019/821075/823594/821212/820295/842312/828303/823150/834451/816837/823916/840099/840860/837417/839880/833552/843505/837597/842602/842573/829366/838388/841922/830005/821899/814686/836822/823991/820887/844137/829381/832371/835788/830543/831086/816538/841284/837332/821338/820179/814714/843875/836466/834300/828858/842536/5007942/828947/829668/842953/839571/838057/825828/828263/825358/834805/818273/829571/824379/819899/835761/838176/839040,97
GO:0009909,BP,GO:0009909,regulation of flower development,76/5177,168/20875,0.452380952380952,1.82411674347158,6.15891976714623,5.88875634842355e-09,1.04221640134798e-07,5.32792241047845e-08,837127/844066/820463/831793/827323/844312/839226/844268/839984/819666/830498/832379/833676/824906/823531/839621/834246/836557/827904/817721/841072/821536/818438/817830/842395/832289/836629/831486/820093/831635/818581/818942/820318/819619/836236/829105/835198/828303/844042/821432/823150/836321/821831/816787/832563/836845/843811/816579/833552/817016/834961/831757/819878/834975/825297/835788/829240/830735/836337/837610/824251/819174/834442/818463/843194/828564/824637/831170/828934/830453/821298/838674/829311/819127/843133/818596,76
GO:0072596,BP,GO:0072596,establishment of protein localization to chloroplast,33/5177,53/20875,0.622641509433962,2.51065124771759,6.3235460728453,8.2742374401243e-09,1.43035267375792e-07,7.31211680755171e-08,835165/820197/835645/824048/832368/824118/828531/836737/831524/835824/837205/819185/839374/823827/829697/817429/832327/819358/835320/830273/820876/844294/836579/839248/816018/819589/828494/816936/820144/830369/816623/828774/817439,33
GO:0072598,BP,GO:0072598,protein localization to chloroplast,33/5177,53/20875,0.622641509433962,2.51065124771759,6.3235460728453,8.2742374401243e-09,1.43035267375792e-07,7.31211680755171e-08,835165/820197/835645/824048/832368/824118/828531/836737/831524/835824/837205/819185/839374/823827/829697/817429/832327/819358/835320/830273/820876/844294/836579/839248/816018/819589/828494/816936/820144/830369/816623/828774/817439,33
GO:0015977,BP,GO:0015977,carbon fixation,15/5177,16/20875,0.9375,3.78024193548387,6.38874565566373,9.99145470662338e-09,1.67525894705039e-07,8.56410403424861e-08,843989/842072/819353/836262/822277/825246/816652/819639/840895/840098/820461/825414/824572/824746/837848,15
GO:0046700,BP,GO:0046700,heterocycle catabolic process,115/5177,289/20875,0.397923875432526,1.60453175577631,5.94294643551017,1.12719125671549e-08,1.8482621341732e-07,9.44851494599752e-08,835934/816781/817163/837357/814663/818511/829266/839244/819550/831225/821463/819563/820530/828214/841891/820529/824459/834430/832060/837507/827656/816307/827482/844104/829557/836300/819056/828876/837511/836279/839621/844293/833507/823849/818634/815840/831093/835931/840295/814826/816257/831486/820492/815269/839689/842269/829034/824853/825027/836223/843900/834025/844250/821797/844417/820485/837284/824710/837904/834569/836519/842072/838495/833552/838449/839109/834380/819966/837498/840138/823551/821870/817131/838554/841468/824599/824886/832242/821181/830864/816505/829635/841140/829854/828858/835369/837157/828758/843502/834634/829420/824172/820082/839497/816765/827413/828564/843207/816652/830052/832004/816672/817747/835440/829314/839602/823847/826714/817196/816623/820461/828579/824514/828759/819420,115
GO:0040008,BP,GO:0040008,regulation of growth,109/5177,271/20875,0.402214022140221,1.62183073443638,5.91698976532392,1.36124868523731e-08,2.21562465175759e-07,1.13265116726621e-07,835934/842414/835519/821138/835379/818982/841427/835595/844050/844178/816488/832860/833676/828972/826890/826889/823664/843499/842193/820555/829322/819910/839816/820416/817278/819814/814997/843449/821982/837150/830737/841645/816837/816585/816366/817056/840052/826470/836519/824343/816928/817649/840123/831902/831919/840218/819731/843432/831757/829904/832094/820777/820746/841056/837657/830912/831411/830915/829035/824134/817173/830751/835702/843096/842999/835209/836710/829175/824443/825528/829164/838312/816598/839389/835028/821884/836699/831170/831813/828934/830000/817121/825160/827774/830398/830858/820974/3768804/842374/820907/819390/834439/838443/823871/824129/828760/819773/835761/834952/838176/831368/28718283/839585/821123/841156/831668/836598/827503/833982,109
GO:0009629,BP,GO:0009629,response to gravity,54/5177,108/20875,0.5,2.01612903225806,6.07986051762383,1.37110404458541e-08,2.21562465175759e-07,1.13265116726621e-07,841427/818253/843166/840038/833947/841891/818030/816488/844110/840859/830501/824589/829754/816354/825277/814812/836370/816799/843141/829919/843432/827328/829914/816538/840847/821556/843693/823587/832097/839108/843330/837997/827154/839405/835105/821879/836013/837483/838312/820793/833476/822519/835257/831618/831258/814823/818390/828569/843393/831806/28718318/836598/816703/844173,54
GO:0019220,BP,GO:0019220,regulation of phosphate metabolic process,44/5177,82/20875,0.536585365853659,2.16365066876475,6.06304417559365,1.96821149005558e-08,3.13507973058854e-07,1.60268649904526e-07,835379/835296/816782/831937/829577/830574/838348/817118/7922308/829556/831976/824169/838388/829564/836244/838127/829904/843964/841124/829714/824599/830912/834324/821181/841284/828000/836861/821338/841126/827017/838202/830502/832270/843357/823899/838650/841014/820325/836667/817217/844377/830029/824246/836789,44
GO:0010228,BP,GO:0010228,vegetative to reproductive phase transition of meristem,108/5177,271/20875,0.398523985239852,1.6069515533865,5.77540788923941,2.82879706424178e-08,4.38070656476331e-07,2.23946434252474e-07,842256/820213/827954/839963/835595/817793/822085/843571/837501/834441/836617/839752/818841/824906/839393/817919/842807/844241/821810/820572/837579/823531/834246/830303/841968/821132/817857/824897/831743/827904/814786/839455/815840/817721/839314/836385/818568/844055/837093/826665/831635/838690/818942/837598/821075/818142/824029/819814/826760/842317/829550/834663/836431/828706/818116/820389/822505/826499/828303/844042/827933/842993/816837/821831/819383/836519/840099/827071/816232/839880/838388/841922/844194/834961/829882/819878/835788/817403/836208/816642/833951/836364/836466/829697/830024/830566/843330/838006/818820/814878/829435/839497/832392/820391/818566/834883/828645/821298/827917/834815/834439/816705/841156/834301/836324/819956/829544/818596,108
GO:0051094,BP,GO:0051094,positive regulation of developmental process,67/5177,147/20875,0.45578231292517,1.83783190695633,5.85405262955862,3.18466222492107e-08,4.76782436899772e-07,2.43736313033964e-07,841427/821463/822417/837501/828219/839226/818862/824060/839752/818841/824595/829332/823531/817597/827904/818942/821212/819619/821382/828303/836321/842993/821831/836519/836463/814812/843811/837417/822000/841922/821899/838127/829381/830096/830543/830735/28717514/836466/829843/837610/819174/824019/842536/824134/830751/830566/843330/829424/827568/837997/843428/836710/825528/837654/828564/832392/834805/835028/830453/825160/829571/3768804/830062/826909/829311/839568/843133,67
GO:0006974,BP,GO:0006974,DNA damage response,144/5177,388/20875,0.371134020618557,1.49650814765547,5.66921357511212,3.74485704098197e-08,5.50600199548286e-07,2.81472747751142e-07,819671/842042/822280/835101/817756/844361/835150/844312/816391/829108/820094/819971/825353/844382/831407/837647/841223/839286/829785/822021/836267/839145/834820/834117/834139/832261/833835/819648/817857/824897/844335/831487/817830/820416/839557/832140/838260/836706/838164/841251/837100/842394/841256/830019/829318/831525/844420/838935/844224/814740/827219/821212/834663/828770/819866/842992/821187/814672/817585/841506/818224/840026/820177/831314/828615/819984/839677/828443/817690/830834/831369/817292/828049/815890/838771/816142/815415/824027/837333/835721/828230/833791/816759/827321/829206/820746/842620/841056/816748/842858/838462/824001/836208/816985/827854/838188/832836/825124/821195/821383/819713/819743/834960/828153/827651/834838/829038/823286/836584/839329/838161/843467/834492/829267/818650/821860/844410/822101/822045/837636/832495/820432/832830/836221/832240/828016/834670/817506/832208/843207/843797/840063/814803/830696/822324/837249/836473/835166/821394/817404/837359/823847/819372/835567,144
GO:0042793,BP,GO:0042793,plastid transcription,14/5177,15/20875,0.933333333333333,3.76344086021505,6.14834759092125,3.78962861455358e-08,5.52344562774803e-07,2.82364485005953e-07,827098/836893/843824/820382/837332/838761/828116/827001/824576/818029/820974/827759/843251/832500,14
GO:0006897,BP,GO:0006897,endocytosis,46/5177,89/20875,0.51685393258427,2.0840884378398,5.88564432971865,4.35675697256986e-08,6.26810841860051e-07,3.20432448305138e-07,842344/827303/816605/829362/820001/818918/834213/839378/821081/833946/834706/831043/828972/826890/826889/839520/820572/831937/829804/835851/832542/829740/816466/838666/834433/817118/829009/838765/838056/829618/821573/830702/831171/839368/818594/820777/816633/839343/834676/825902/821915/835105/840228/839908/835972/843139,46
GO:0048509,BP,GO:0048509,regulation of meristem development,35/5177,61/20875,0.573770491803279,2.31359069275516,5.90020314503171,5.84953339757537e-08,8.36183299781607e-07,4.27465902130508e-07,839626/817252/843571/816050/831748/832379/840452/824595/839621/839455/839314/817830/825107/819814/836431/831124/833552/834575/816389/820746/828556/814714/836364/834403/843805/829093/820391/834439/832197/5007704/827914/819127/831368/817199/833982,35
GO:0010196,BP,GO:0010196,nonphotochemical quenching,15/5177,17/20875,0.882352941176471,3.55787476280835,6.05880765981399,6.52472751080251e-08,9.20895085385417e-07,4.70771478627523e-07,818741/841894/820827/829280/834320/829231/843502/842103/830699/842853/827996/843812/826626/841033/838151,15
GO:1990066,BP,GO:1990066,energy quenching,15/5177,17/20875,0.882352941176471,3.55787476280835,6.05880765981399,6.52472751080251e-08,9.20895085385417e-07,4.70771478627523e-07,818741/841894/820827/829280/834320/829231/843502/842103/830699/842853/827996/843812/826626/841033/838151,15
GO:1901419,BP,GO:1901419,regulation of response to alcohol,61/5177,132/20875,0.462121212121212,1.86339198435973,5.71450943378894,6.97206007338569e-08,9.59734195287042e-07,4.90626449608623e-07,830731/831197/831213/826093/819911/833590/838600/817170/818540/834184/838073/831889/838427/817919/837583/835956/831937/835007/835809/820816/825107/829754/824718/817118/822197/830961/843117/821382/816462/840860/843959/837597/836408/818794/841764/836822/830997/836208/827389/839077/823959/831747/832270/830751/843330/814644/843096/827842/836656/832195/830556/838200/836367/834702/841622/829571/832149/832587/841670/842928/835856,61
GO:0055086,BP,GO:0055086,nucleobase-containing small molecule metabolic process,150/5177,412/20875,0.364077669902913,1.46805512057626,5.51036943394507,8.0606540080708e-08,1.09605234378036e-06,5.60313754219555e-07,816874/835934/841875/816781/817163/814663/841853/829351/819563/837466/838368/814882/824385/824459/819378/837507/819971/827656/842339/817294/840521/836279/844293/839555/820199/831093/843659/843934/814826/841358/819061/829034/830035/824520/834025/837789/829556/839031/827357/836047/816680/828392/824710/821012/836063/826788/828757/817332/837904/842603/821577/835061/826470/816134/824930/827142/822349/842072/834088/843505/834380/840138/830522/831596/835006/821327/839572/821870/841863/819845/832371/828937/843982/832394/818752/841468/824599/820231/826702/822396/831882/829848/816505/2746201/818382/824098/826515/841140/818892/816715/824592/839891/834351/837610/843535/835369/821313/835945/828758/834634/836262/832311/841733/842375/837341/833928/839993/829420/839197/820951/820656/833559/834060/826805/840001/825246/822181/827413/828564/843207/844345/818664/816652/839964/827743/819639/824770/832804/830052/828353/830985/832004/816672/820140/821399/837229/821663/829359/840346/823847/825797/829642/833497/820461/842016/826551/832513/836451/828759/824557,150
GO:1901137,BP,GO:1901137,carbohydrate derivative biosynthetic process,160/5177,447/20875,0.357941834451902,1.44331384859638,5.44091442071845,1.08489101579721e-07,1.44006366977845e-06,7.36176046433824e-07,816556/836333/816264/841853/829351/824749/820113/841584/831104/837466/829981/838368/824256/828801/824385/819378/839643/843070/839879/838646/831347/842339/817294/834298/827863/814676/838226/840521/843659/841232/835643/842608/819061/821668/820327/831801/831764/819388/821462/824520/814701/842476/837789/836801/5007658/839031/843972/836047/816680/828392/5007686/824710/835415/836063/819820/828757/837388/817332/828409/831009/816585/842603/821577/816134/824930/842072/834088/843505/834523/835006/821327/827853/841863/819845/820128/832394/826975/837716/826702/822396/831882/818382/826515/837277/841140/818892/816715/839891/837610/829306/841763/834634/841733/842375/837341/833928/839993/839197/828100/820951/820656/832497/830153/834060/827035/818580/836263/822181/816765/844345/818212/839224/831769/837348/816652/839964/839601/827743/835110/827553/824770/827230/838440/836343/841433/828353/830985/842553/820140/821399/821663/843530/836210/829359/840346/823847/826811/825797/839531/815963/832366/833497/820461/830662/843749/826551/842897/844013/836451/831270/827011/5007694/838210/832365/824557/825068/830663/838211/821508/818912,160
GO:0019439,BP,GO:0019439,aromatic compound catabolic process,117/5177,307/20875,0.381107491856678,1.5367237574866,5.44056163734847,1.38012768370562e-07,1.78935158992066e-06,9.1473579036303e-07,835934/816781/817163/837357/818511/829266/839244/819550/831225/821463/819563/820530/828214/841891/820529/824459/834430/832060/837507/827656/816307/827482/844104/829557/836300/819056/828876/837511/836279/839621/844293/833507/823849/818634/815840/835931/840295/814826/816257/831486/820492/815269/833613/837757/839689/842269/829034/824853/825027/836223/843900/834025/844250/821797/844417/820485/837284/824710/837904/834569/816585/836519/842072/838495/833552/838449/839109/834380/819966/837498/840138/823551/821870/817131/838554/841468/824599/824886/832242/821181/839434/830864/816505/834946/829635/841140/829854/828858/835369/837157/828758/843502/834634/829420/824172/820082/839497/816765/827413/828564/843207/816652/830052/832004/816672/817747/829314/839602/823847/826714/817196/816623/820461/828579/824514/828759/819420,117
GO:0010119,BP,GO:0010119,regulation of stomatal movement,54/5177,114/20875,0.473684210526316,1.91001697792869,5.59496721514097,1.4057408921883e-07,1.81202438704041e-06,9.26326368262808e-07,842344/817442/842951/816413/818982/832437/841122/835039/817170/835504/816488/835111/832773/831889/843321/828328/828465/835956/817857/817721/842655/835809/820816/827933/840099/837597/835064/832669/823721/843377/832667/824083/829668/838598/827842/835320/843288/821136/827095/842538/837805/832370/832356/841670/816623/835515/815058/828378/824087/815055/816705/834664/821134/822391,54
GO:1901361,BP,GO:1901361,organic cyclic compound catabolic process,120/5177,317/20875,0.378548895899054,1.52640683830264,5.42351046244451,1.46858264467697e-07,1.88214902162623e-06,9.62174836167671e-07,835934/816781/817163/837357/814663/818511/829266/839244/819550/831225/821463/819563/820530/828214/841891/820529/824459/834430/832060/837507/827656/816307/827482/844104/829557/836300/819056/828876/837511/836279/839621/844293/833507/823849/818634/815840/831093/835931/840295/814826/816257/831486/820492/815269/833613/837757/839689/842269/829034/824853/825027/836223/843900/834025/844250/821797/844417/820485/837284/824710/837904/834569/816585/836519/842072/838495/833552/838449/839109/834380/819966/837498/840138/823551/821870/817131/838554/841468/824599/824886/832242/821181/839434/830864/816505/834946/829635/841140/829854/828858/835369/837157/828758/843502/834634/829420/824172/820082/839497/816765/827413/828564/843207/816652/830052/832004/816672/817747/835440/829314/839602/823847/826714/817196/816623/820461/828579/824514/828759/819420,120
GO:0043094,BP,GO:0043094,cellular metabolic compound salvage,42/5177,81/20875,0.518518518518518,2.09080047789725,5.64857069868096,1.47839103493958e-07,1.88389257595158e-06,9.63066159903496e-07,816874/814882/829792/816808/817175/841405/830035/824029/833763/835466/838545/828757/844326/818065/839465/829622/834088/843505/830292/834407/815822/831882/829848/820179/820664/815134/837811/820665/10723110/844345/819589/841433/828353/830985/820140/844378/835440/843129/830825/829949/818104/824557,42
GO:0031399,BP,GO:0031399,regulation of protein modification process,37/5177,68/20875,0.544117647058823,2.19402277039848,5.66346331159071,1.61773040414342e-07,2.0497379552499e-06,1.0478481026838e-06,835296/816782/831937/829577/830574/838348/817118/7922308/824169/838388/829564/836244/838127/829904/843964/841124/829714/830912/834324/841284/828000/836861/821338/824955/841126/838202/830502/843357/838650/841014/820325/836667/817217/844377/830029/824246/836789,37
GO:0090698,BP,GO:0090698,post-embryonic plant morphogenesis,89/5177,220/20875,0.404545454545455,1.63123167155425,5.40514416133388,2.06211671818661e-07,2.56900574388611e-06,1.31330338476689e-06,819671/831213/843314/820463/817665/829025/831809/831541/814953/830827/844110/835919/826172/817721/818849/815269/830019/829845/818116/843449/843202/821982/839401/814812/839662/822000/825473/843141/820060/819674/838127/831757/827328/832941/838462/820732/839287/825338/830609/28717514/830915/834300/843693/835759/836700/837048/839108/817173/821849/818033/837997/825111/838598/843428/830445/844348/818861/3769880/816640/824585/841367/838363/836853/843797/843899/829937/835028/844105/836685/830895/830453/835641/28720146/827102/816621/830889/816798/817788/832093/826909/3768574/818390/828569/819127/827588/843393/836841/839040/821469,89
GO:0034655,BP,GO:0034655,nucleobase-containing compound catabolic process,94/5177,236/20875,0.398305084745763,1.60606889010388,5.37716579828421,2.24312332109113e-07,2.76362707515648e-06,1.41279590389165e-06,816781/837357/818511/839244/819550/819563/820530/828214/841891/820529/824459/832060/837507/827656/816307/827482/844104/829557/836300/828876/837511/836279/844293/833507/823849/818634/815840/835931/840295/814826/816257/831486/820492/815269/839689/842269/829034/824853/825027/836223/843900/834025/844250/821797/844417/820485/837284/824710/837904/834569/836519/842072/838495/838449/839109/819966/837498/840138/823551/821870/817131/841468/824599/824886/832242/821181/830864/816505/829635/841140/828858/835369/837157/828758/843502/834634/829420/824172/839497/828564/843207/816652/830052/832004/816672/817747/829314/823847/826714/820461/828579/824514/828759/819420,94
GO:0098657,BP,GO:0098657,import into cell,58/5177,127/20875,0.456692913385827,1.84150368300737,5.46247574505532,2.39455651103978e-07,2.93398957121907e-06,1.49988704537657e-06,842344/827303/816605/829362/820001/817192/818918/834213/839378/821081/841878/833946/834706/838028/832773/831043/828972/826890/826889/839520/820572/831937/829804/835851/832542/829740/816466/838666/834433/817118/829009/838765/838056/829618/821573/830702/836321/842205/831171/839368/818594/844192/820777/816633/839411/834756/839343/834676/825902/821915/835105/840228/839908/835972/843139/823843/844105/843816,58
GO:0042592,BP,GO:0042592,homeostatic process,164/5177,466/20875,0.351931330472103,1.41907794545203,5.25407975927463,2.65499092686781e-07,3.21968556738784e-06,1.64593791337315e-06,830529/816911/843195/837960/823884/835379/816413/827984/841427/820831/843138/837214/838600/823281/827086/820532/841095/837550/826595/816050/841878/817306/838028/832773/814844/838297/819778/832768/829337/835919/828981/838889/840859/825814/817400/843934/820587/837431/829247/829034/824714/824589/822188/822503/842604/817568/816680/844291/828747/828764/828013/823882/832740/825892/826470/827941/832346/816928/814776/840860/843940/836550/814812/832549/819999/824631/826992/841755/836350/835517/830292/829919/826819/821899/829226/817805/820777/829483/844185/820746/835788/821924/835841/829490/829115/841468/829437/819329/834835/839411/816505/832253/827676/837332/824311/837965/818383/829231/814714/841529/835697/831874/818766/832494/837997/835819/829682/829175/822437/839571/838057/824229/817212/820582/831375/816018/819589/828374/836265/830010/833535/838550/837805/830453/843816/828213/824234/831259/829747/821260/827760/819858/842374/822112/836388/831501/828988/824760/830517/842719/829844/842776/838710/843099/824775/824462/832582/824790/830293/835815/824087/840056/820335/838622/820771/830558/835246/834664/822203/844014/836256/824865/818723/824864,164
GO:0034248,BP,GO:0034248,regulation of amide metabolic process,37/5177,69/20875,0.536231884057971,2.16222533894343,5.55316205839329,2.65660154439176e-07,3.21968556738784e-06,1.64593791337315e-06,823960/821138/825110/839244/829557/833507/840295/829556/825296/840918/829461/834569/831959/836463/839203/820961/821230/838388/822081/819897/841284/821078/827333/843502/829611/830766/834934/837483/826931/834701/844199/820478/837455/825489/838622/831910/821469,37
GO:0048825,BP,GO:0048825,cotyledon development,33/5177,59/20875,0.559322033898305,2.255330781848,5.54504792631055,3.16989339384393e-07,3.78014025041282e-06,1.9324483791348e-06,843314/818030/831541/825336/842760/834663/821982/839401/820060/842311/820732/844282/843693/824251/837048/820658/832968/826715/816640/824585/838363/825828/828263/830889/828475/817788/832093/829311/3768574/828569/827588/843393/836053,33
GO:0006417,BP,GO:0006417,regulation of translation,36/5177,67/20875,0.537313432835821,2.16658642272508,5.49235890548836,3.59636050038454e-07,4.17702287284246e-06,2.13533904710332e-06,823960/821138/825110/839244/829557/833507/840295/825296/840918/829461/834569/831959/836463/839203/820961/821230/838388/822081/819897/841284/821078/827333/843502/829611/830766/834934/837483/826931/834701/844199/820478/837455/825489/838622/831910/821469,36
GO:0021700,BP,GO:0021700,developmental maturation,95/5177,242/20875,0.392561983471074,1.58291122367369,5.23779710302729,4.26082375997636e-07,4.87263435115246e-06,2.49094312121695e-06,836528/842951/841276/838519/832171/828219/834213/838048/822557/829108/818030/841347/834200/831889/829332/816291/829287/841968/817597/835919/827088/818438/816012/836806/820635/831141/830019/825905/829149/825317/829754/827341/822296/829139/821212/2745591/843117/832846/816399/836431/818001/819820/841258/814776/827298/829366/825473/840138/843513/817331/843432/814686/827853/816548/820887/821870/841468/841654/827940/825234/835570/823605/825338/844046/827598/835369/6240858/829223/818339/838598/828045/842953/830445/838057/843917/825828/828263/835780/836367/822159/829610/836666/843651/827917/824035/817593/835401/818390/830515/832431/840477/3768521/827503/836256/834623,95
GO:0009739,BP,GO:0009739,response to gibberellin,64/5177,147/20875,0.435374149659864,1.75554092604784,5.27907365206138,4.98887697024252e-07,5.64730743332021e-06,2.88696433810988e-06,842951/820831/817170/835360/837479/830354/818680/831937/818438/816012/836806/820327/832393/843752/823916/820609/835011/837417/838388/841922/815304/819674/814686/836822/829381/835788/829783/830543/816538/820882/835409/828556/819198/836466/819174/818213/830751/833972/834255/814878/842953/841324/834869/828405/838057/843805/840063/814962/831375/818197/843288/843165/828645/844284/821509/824234/818341/838125/824976/831344/835164/843908/829793/843806,64
GO:0048585,BP,GO:0048585,negative regulation of response to stimulus,96/5177,246/20875,0.390243902439024,1.573564122738,5.19673059533529,5.10543783506839e-07,5.72116903125754e-06,2.92472318189847e-06,830731/831197/837541/824721/826093/818077/842951/841427/819911/820831/839722/829409/838600/820442/837956/818540/822098/831748/824906/831889/817919/818680/837583/841486/828657/842193/830303/819108/831937/829866/817830/835809/836629/820327/818581/824340/825097/825107/817118/822197/830961/821159/834663/828706/828303/816462/839160/833534/821941/836519/838606/843959/836408/818794/817148/828205/814686/843123/835788/817403/829783/836208/829880/831023/816538/839077/844046/823959/837403/832270/829035/817696/830751/843330/822525/838565/814878/842953/820082/838057/832195/830556/841532/816346/841622/837576/837359/832149/832587/830062/829806/842928/830662/835856/824379/819956,96
GO:0006081,BP,GO:0006081,cellular aldehyde metabolic process,33/5177,60/20875,0.55,2.21774193548387,5.42453404710912,5.36984279693152e-07,5.95758678465537e-06,3.04558248184176e-06,820850/820946/841762/818944/833763/834417/824710/829548/820255/835061/827142/843048/818402/837330/836181/836175/821181/834300/827017/836262/842700/823899/817234/836400/837731/816652/819639/827230/829782/844047/835440/814779/831690,33
GO:0010025,BP,GO:0010025,wax biosynthetic process,24/5177,38/20875,0.631578947368421,2.54668930390492,5.48020802488041,6.22749067996218e-07,6.80750206682141e-06,3.48006832115534e-06,838044/828328/831743/823849/822389/829556/820485/837710/829105/837610/824702/835889/841367/838755/823914/844309/837147/841575/836367/828553/836280/843182/839395/827018,24
GO:0051604,BP,GO:0051604,protein maturation,108/5177,286/20875,0.377622377622378,1.52267087750959,5.1110890999212,6.91762990713822e-07,7.45232593860784e-06,3.80970922422105e-06,830818/837252/819360/821056/836138/832505/837391/835701/839276/831020/833746/831543/844272/837265/837198/839726/837311/830498/817052/843737/818870/843499/828209/841563/823531/839562/819132/835698/836889/822117/835416/829443/834864/828363/822115/814654/815157/832393/825169/835958/825165/820318/837710/821159/836185/832705/821346/816354/839066/835057/819549/829478/840099/838174/820356/834313/843204/836080/835011/832368/839016/821451/815304/828531/842079/828918/829639/843534/824566/841387/816448/817499/827017/844343/829697/824773/838063/831638/831151/844294/828697/817592/820890/819073/10723096/827743/822055/832195/840545/829232/818093/817344/820549/837758/821051/841843/817771/830029/839164/825191/836093/825376/841996/835615/818104/825753/823919/840141,108
GO:2000242,BP,GO:2000242,negative regulation of reproductive process,41/5177,82/20875,0.5,2.01612903225806,5.29440267260257,7.35438792141034e-07,7.88475243497358e-06,4.03077030308067e-06,844066/820463/844312/844268/839984/819666/832379/824906/830303/817721/841072/821536/818438/842395/832289/836629/831486/831635/828706/836236/829105/835198/828303/844042/823150/816787/836845/816579/822331/834975/835788/821383/844108/834442/814878/824637/826986/828934/835856/840477/819956,41
