,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:1901615,BP,GO:1901615,organic hydroxy compound metabolic process,75/2105,363/21061,0.206611570247934,2.06719538289394,6.83462895840632,7.86224824184509e-10,2.01355240687254e-08,1.44562185718136e-08,AT3G01420/AT1G65690/AT4G10500/AT4G18350/AT2G34500/AT5G24530/AT4G34131/AT4G37150/AT5G26920/AT4G34135/AT5G10300/AT5G24140/AT1G73805/AT4G15400/AT2G16720/AT1G74710/AT4G39030/AT2G15490/AT2G02390/AT3G26840/AT2G15480/AT3G52430/AT1G30100/AT4G16690/AT4G19230/AT5G53970/AT3G09830/AT4G18010/AT2G17130/AT2G18950/AT1G16540/AT4G21534/AT5G58730/AT2G33380/AT4G26970/AT1G54570/AT4G38620/AT2G16530/AT5G62570/AT2G29750/AT1G06130/AT5G58770/AT2G31350/AT5G17380/AT2G05710/AT2G43820/AT2G41070/AT1G29690/AT2G29090/AT2G27150/AT4G21540/AT1G20780/AT4G25800/AT2G23620/AT1G28380/AT3G09810/AT1G80460/AT5G03290/AT1G06570/AT1G64970/AT5G63600/AT5G63580/AT3G01640/AT1G05630/AT5G58980/AT2G36800/AT5G60410/AT1G22190/AT1G78570/AT5G64440/AT4G33360/AT2G41490/AT1G02880/AT5G03320/AT1G34120,75
GO:0031668,BP,GO:0031668,cellular response to extracellular stimulus,55/2105,232/21061,0.237068965517241,2.37192849537227,7.00201670552049,8.55703062905731e-10,2.16339287185911e-08,1.55319921674522e-08,AT1G80590/AT5G43350/AT1G15520/AT5G24090/AT2G45130/AT3G04530/AT1G73010/AT3G05630/AT1G62300/AT2G47190/AT3G08860/AT5G27420/AT1G05680/AT4G02380/AT5G45380/AT1G29290/AT1G74020/AT1G18390/AT3G26840/AT4G25350/AT3G49620/AT1G04770/AT3G55880/AT2G16430/AT4G04620/AT3G20660/AT1G21400/AT3G52190/AT3G17810/AT3G49580/AT1G54570/AT3G06420/AT1G13300/AT1G53310/AT1G78380/AT1G20630/AT1G18910/AT4G21980/AT5G20150/AT5G64370/AT1G71040/AT4G00550/AT5G49450/AT1G68320/AT4G17615/AT1G23010/AT3G17000/AT2G27190/AT3G03520/AT5G45900/AT5G60410/AT1G25550/AT5G23630/AT3G03740/AT5G17290,55
GO:0071496,BP,GO:0071496,cellular response to external stimulus,56/2105,239/21061,0.234309623430962,2.34432065514465,6.96502186955394,9.60225679131844e-10,2.36695629906e-08,1.69934676109517e-08,AT1G80590/AT5G43350/AT1G15520/AT5G24090/AT2G45130/AT3G04530/AT1G73010/AT3G05630/AT1G62300/AT2G47190/AT3G08860/AT5G27420/AT1G05680/AT4G02380/AT5G45380/AT1G29290/AT1G74020/AT1G18390/AT3G26840/AT4G25350/AT3G49620/AT1G04770/AT3G55880/AT2G16430/AT4G04620/AT3G20660/AT1G21400/AT3G52190/AT3G17810/AT3G49580/AT1G54570/AT3G06420/AT1G13300/AT1G53310/AT1G78380/AT1G20630/AT1G18910/AT4G21980/AT5G20150/AT5G64370/AT1G71040/AT5G55860/AT4G00550/AT5G49450/AT1G68320/AT4G17615/AT1G23010/AT3G17000/AT2G27190/AT3G03520/AT5G45900/AT5G60410/AT1G25550/AT5G23630/AT3G03740/AT5G17290,56
GO:0044282,BP,GO:0044282,small molecule catabolic process,55/2105,234/21061,0.235042735042735,2.35165560224943,6.92855234618069,1.19718190441784e-09,2.91462063643454e-08,2.09254017081481e-08,AT3G01420/AT4G10500/AT5G44480/AT2G24850/AT5G17330/AT4G20860/AT5G24530/AT5G38710/AT2G02010/AT1G30620/AT3G08590/AT1G02400/AT2G02390/AT4G34180/AT5G07440/AT4G19230/AT4G34710/AT4G33150/AT5G53970/AT1G21400/AT2G16530/AT1G65520/AT3G06810/AT1G06130/AT4G39950/AT3G06860/AT1G30040/AT2G31350/AT4G26910/AT5G46180/AT1G76150/AT4G16760/AT5G17380/AT2G33150/AT4G20930/AT2G42790/AT2G29090/AT2G16500/AT1G06290/AT2G40000/AT5G65110/AT1G17290/AT5G27520/AT1G80460/AT1G50940/AT1G06570/AT1G72330/AT2G03800/AT3G02360/AT1G22190/AT3G12800/AT1G67550/AT4G39850/AT5G55070/AT4G16210,55
GO:0023051,BP,GO:0023051,regulation of signaling,73/2105,353/21061,0.206798866855524,2.06906932771696,6.75003504432818,1.26606560281699e-09,3.04473337653061e-08,2.18595408958774e-08,AT3G55970/AT4G35380/AT1G51800/AT4G11890/AT3G26940/AT5G59220/AT1G15380/AT2G47000/AT1G14780/AT2G46400/AT1G05100/AT2G04450/AT2G32460/AT5G26920/AT5G64750/AT1G15670/AT4G23810/AT1G01720/AT4G37900/AT3G63010/AT2G38240/AT3G52430/AT1G23140/AT1G70810/AT1G76650/AT3G22160/AT4G23450/AT2G01540/AT1G67800/AT5G11260/AT5G45110/AT1G75270/AT3G56400/AT1G13300/AT4G04920/AT1G59870/AT5G66070/AT5G05600/AT1G17380/AT3G17410/AT2G33150/AT1G29690/AT2G40750/AT1G28380/AT4G26080/AT1G79570/AT3G60860/AT4G14400/AT3G02140/AT1G80440/AT1G64280/AT1G19180/AT4G38360/AT3G43440/AT5G06100/AT5G20910/AT4G38200/AT3G04580/AT4G19660/AT4G09570/AT5G60410/AT5G23320/AT5G60360/AT3G49530/AT1G08720/AT1G78570/AT3G46110/AT5G02800/AT3G11220/AT4G33360/AT1G49040/AT5G40280/AT2G28290,73
GO:0071395,BP,GO:0071395,cellular response to jasmonic acid stimulus,34/2105,111/21061,0.306306306306306,3.06466371359483,7.26776179082539,1.39931083218423e-09,3.32462766393652e-08,2.38690306821534e-08,AT3G55970/AT1G28480/AT1G15380/AT5G64810/AT2G46400/AT5G26170/AT3G52400/AT4G23810/AT3G15500/AT2G38240/AT3G52430/AT3G22160/AT5G45110/AT5G63970/AT3G56400/AT3G23240/AT4G04920/AT2G32800/AT1G79380/AT5G05600/AT5G47220/AT1G17380/AT3G11820/AT2G40750/AT3G26090/AT1G64280/AT1G19180/AT3G43440/AT4G19660/AT1G32230/AT4G01370/AT1G15750/AT1G25540/AT2G28290,34
GO:0010224,BP,GO:0010224,response to UV-B,26/2105,74/21061,0.351351351351351,3.51534955382936,7.22305478444586,4.72741945525792e-09,1.03583012952985e-07,7.43670078049346e-08,AT1G05880/AT1G15380/AT1G75040/AT5G59820/AT5G26920/AT5G45890/AT3G17609/AT1G73805/AT4G36220/AT4G15480/AT3G17800/AT5G11260/AT4G38620/AT1G32870/AT3G55270/AT4G01660/AT1G66580/AT2G01180/AT5G58760/AT1G08830/AT3G05210/AT3G28030/AT5G41360/AT5G23730/AT5G44750/AT1G67500,26
GO:0042435,BP,GO:0042435,indole-containing compound biosynthetic process,23/2105,60/21061,0.383333333333333,3.83533650039588,7.32895626342248,5.24926218714575e-09,1.13753242121444e-07,8.16686829579067e-08,AT2G30770/AT3G44300/AT2G43000/AT3G26830/AT2G29460/AT5G44585/AT5G57220/AT4G08850/AT3G52430/AT5G05730/AT3G54640/AT2G04400/AT3G56400/AT2G38470/AT4G27260/AT4G39950/AT5G54810/AT4G23850/AT4G27070/AT1G25220/AT1G18570/AT3G44310/AT5G38530,23
GO:0010038,BP,GO:0010038,response to metal ion,55/2105,248/21061,0.221774193548387,2.21890085050954,6.43441046267518,1.09140934869563e-08,2.28963748471041e-07,1.64383602911044e-07,AT1G70170/AT2G43570/AT1G08860/AT5G44610/AT3G51860/AT5G65140/AT5G44460/AT4G39830/AT5G39000/AT4G25380/AT1G15380/AT1G02930/AT1G01340/AT1G02920/AT1G75040/AT1G16150/AT1G67070/AT3G22460/AT3G01970/AT5G54230/AT4G26560/AT4G14640/AT4G21680/AT4G02520/AT5G03630/AT2G26560/AT2G40370/AT1G22990/AT4G11850/AT5G11670/AT5G27920/AT3G53480/AT3G58810/AT1G21750/AT5G01600/AT1G18910/AT3G59690/AT1G63440/AT3G57480/AT5G53550/AT4G27780/AT5G39030/AT1G08830/AT1G17290/AT4G04695/AT1G36370/AT2G36850/AT5G39040/AT1G62740/AT1G07810/AT5G06370/AT1G24460/AT4G08500/AT4G04460/AT5G37370,55
GO:0034976,BP,GO:0034976,response to endoplasmic reticulum stress,32/2105,109/21061,0.293577981651376,2.93731395323498,6.75744307984934,1.3392788572547e-08,2.78006095421713e-07,1.99593358782003e-07,AT1G09080/AT3G53230/AT5G64510/AT1G33890/AT1G08450/AT5G47120/AT3G54960/AT5G42050/AT2G02810/AT1G77510/AT1G04980/AT2G33120/AT5G42020/AT3G24090/AT1G42990/AT2G17520/AT1G21750/AT1G65040/AT5G28540/AT3G10800/AT1G14360/AT4G24190/AT5G61790/AT5G03340/AT3G09840/AT1G71220/AT2G32920/AT1G09210/AT5G15400/AT4G27470/AT3G49530/AT1G16900,32
GO:0009408,BP,GO:0009408,response to heat,63/2105,304/21061,0.207236842105263,2.07345136892112,6.28230123382128,1.55611906789662e-08,3.19652791863764e-07,2.29493437096596e-07,AT2G38340/AT1G15520/AT1G09090/AT1G58340/AT1G09080/AT5G02490/AT4G25380/AT1G15380/AT4G36990/AT5G59820/AT3G08970/AT1G33890/AT5G52640/AT3G22840/AT2G26150/AT5G07100/AT3G61190/AT2G20880/AT1G51670/AT2G30250/AT3G08720/AT3G12580/AT5G47910/AT4G29520/AT1G07890/AT4G28140/AT2G33590/AT3G09350/AT1G16540/AT3G09440/AT5G42020/AT2G38470/AT1G59870/AT3G04120/AT5G01820/AT4G18880/AT5G22060/AT5G28540/AT3G10800/AT5G65020/AT5G51740/AT1G73130/AT3G24500/AT1G21760/AT5G48570/AT2G46830/AT1G74310/AT4G26080/AT5G53400/AT1G80510/AT3G28030/AT1G64280/AT1G59860/AT2G47180/AT2G41160/AT5G60410/AT1G79930/AT5G07350/AT1G16970/AT5G45710/AT1G67970/AT2G27580/AT4G12400,63
GO:0042537,BP,GO:0042537,benzene-containing compound metabolic process,25/2105,74/21061,0.337837837837838,3.380143801759,6.83479918279811,2.31311165869862e-08,4.6545471336262e-07,3.34171340596095e-07,AT4G10500/AT5G24530/AT4G37150/AT5G26920/AT5G10300/AT1G73805/AT1G74710/AT4G39030/AT1G17170/AT2G02390/AT4G34180/AT3G52430/AT4G16690/AT3G09830/AT5G62570/AT3G53480/AT2G33150/AT2G43820/AT1G29690/AT4G25800/AT2G23620/AT1G28380/AT2G40000/AT5G60410/AT5G03320,25
GO:0009555,BP,GO:0009555,pollen development,74/2105,385/21061,0.192207792207792,1.92308233334362,6.09143235404653,2.62412775194249e-08,5.18947916154536e-07,3.72576570528371e-07,AT4G13890/AT1G66170/AT5G15480/AT2G17740/AT4G26930/AT3G26500/AT2G32460/AT5G64510/AT3G54150/AT3G08590/AT4G25640/AT1G67360/AT2G39350/AT2G29940/AT5G11110/AT2G02810/AT2G20470/AT1G02065/AT1G72520/AT1G09240/AT5G36260/AT3G12070/AT1G09180/AT3G45040/AT3G07970/AT4G14220/AT5G05850/AT3G24090/AT5G15650/AT4G26750/AT5G50260/AT3G53810/AT1G14360/AT4G16760/AT3G06540/AT1G12970/AT4G33620/AT1G15110/AT3G07160/AT4G29380/AT5G18480/AT2G30490/AT2G35060/AT2G46040/AT5G53400/AT4G03550/AT3G59530/AT3G11330/AT3G07980/AT4G00330/AT2G03120/AT2G35020/AT3G01040/AT1G06520/AT3G57280/AT5G41170/AT4G14790/AT1G19180/AT5G56270/AT2G36850/AT3G14270/AT5G06100/AT5G01450/AT2G06510/AT5G05570/AT3G03110/AT5G23630/AT3G43210/AT4G01370/AT5G09790/AT3G04620/AT3G07610/AT3G11440/AT5G15470,74
GO:0034204,BP,GO:0034204,lipid translocation,11/2105,16/21061,0.6875,6.87859263657957,7.83864102443897,2.63158172492158e-08,5.18947916154536e-07,3.72576570528371e-07,AT3G25610/AT3G13900/AT5G04930/AT5G44240/AT1G26130/AT1G72700/AT2G23810/AT1G59820/AT1G13210/AT1G17500/AT1G68710,11
GO:0009407,BP,GO:0009407,toxin catabolic process,19/2105,46/21061,0.41304347826087,4.13259320458536,7.08761475628987,2.66829207909197e-08,5.20977423759344e-07,3.7403364735578e-07,AT2G29470/AT2G29460/AT1G69920/AT1G69930/AT3G09270/AT5G62480/AT1G74590/AT1G02930/AT1G02920/AT1G02940/AT2G02930/AT1G17170/AT2G02390/AT4G02520/AT1G78340/AT2G29420/AT1G78380/AT2G29490/AT1G53680,19
GO:0006749,BP,GO:0006749,glutathione metabolic process,22/2105,60/21061,0.366666666666667,3.6685827395091,6.89792064555851,2.92742782541526e-08,5.65969379580284e-07,4.06335441195411e-07,AT2G29470/AT2G29460/AT1G69920/AT1G69930/AT3G09270/AT5G62480/AT1G74590/AT1G02930/AT1G02920/AT1G02940/AT2G02930/AT1G17170/AT2G02390/AT4G02520/AT1G78340/AT1G75270/AT2G29420/AT1G78380/AT2G29490/AT3G24170/AT1G53680/AT4G29210,22
GO:0006790,BP,GO:0006790,sulfur compound metabolic process,72/2105,374/21061,0.192513368983957,1.92613969794353,6.02206484331996,3.77397951271636e-08,7.08789295150159e-07,5.08872425524161e-07,AT3G60120/AT2G29470/AT1G66280/AT2G30770/AT5G24540/AT2G43000/AT1G04580/AT3G26830/AT2G29460/AT1G69920/AT1G69930/AT3G60140/AT2G26400/AT3G09270/AT5G62480/AT1G74590/AT1G02930/AT5G44585/AT1G02920/AT2G44480/AT5G57220/AT3G04070/AT1G02940/AT2G03770/AT3G22460/AT5G13330/AT2G02930/AT4G08850/AT5G48180/AT1G12160/AT1G17170/AT2G02390/AT4G02520/AT1G21120/AT1G67810/AT3G52430/AT1G78340/AT5G14470/AT4G33150/AT3G11580/AT1G04770/AT1G75270/AT3G44540/AT3G56400/AT2G38470/AT1G59870/AT3G03640/AT3G16410/AT2G29420/AT1G78380/AT4G27260/AT4G39950/AT5G36880/AT4G26910/AT4G37400/AT5G43780/AT2G29490/AT3G24170/AT5G39950/AT5G63790/AT5G57740/AT1G53680/AT1G36370/AT1G18570/AT3G01640/AT3G21220/AT1G12140/AT4G29210/AT4G14710/AT5G55070/AT1G08910/AT1G02880,72
GO:0010118,BP,GO:0010118,stomatal movement,41/2105,168/21061,0.244047619047619,2.44175149869924,6.25210889642554,4.89251575534987e-08,9.10192553731127e-07,6.53469085496085e-07,AT1G15520/AT1G51850/AT1G08860/AT5G59220/AT1G09540/AT1G05100/AT3G59700/AT3G08590/AT2G47800/AT4G33050/AT1G74710/AT2G39050/AT1G07000/AT1G16540/AT1G64060/AT2G17290/AT2G33380/AT3G56400/AT2G39660/AT3G11820/AT4G16110/AT4G12290/AT2G41070/AT2G26650/AT4G04740/AT2G40750/AT4G26080/AT4G17615/AT3G17000/AT1G04120/AT2G31870/AT3G14270/AT5G44790/AT3G21220/AT4G01370/AT5G02800/AT1G30270/AT4G18950/AT1G25480/AT3G11130/AT5G40280,41
GO:0002221,BP,GO:0002221,pattern recognition receptor signaling pathway,14/2105,27/21061,0.518518518518518,5.18789478314419,7.25602203133193,5.42344393749237e-08,9.99535649040649e-07,7.17612601665247e-07,AT3G22600/AT5G24090/AT3G49120/AT2G32680/AT5G65600/AT5G20480/AT1G61380/AT3G09830/AT1G59870/AT2G39660/AT3G62600/AT5G66850/AT3G21630/AT5G03320,14
GO:0009696,BP,GO:0009696,salicylic acid metabolic process,19/2105,50/21061,0.38,3.80198574821853,6.61012156085156,1.31876868060958e-07,2.34289354789377e-06,1.68207100561392e-06,AT4G10500/AT5G24530/AT4G37150/AT5G26920/AT5G10300/AT1G73805/AT1G74710/AT4G39030/AT3G52430/AT4G16690/AT3G09830/AT5G62570/AT2G43820/AT1G29690/AT4G25800/AT2G23620/AT1G28380/AT5G60410/AT5G03320,19
GO:0072665,BP,GO:0072665,protein localization to vacuole,20/2105,55/21061,0.363636363636364,3.63826387389333,6.52844543059336,1.45359642058355e-07,2.53671870919537e-06,1.82122700110375e-06,AT4G23700/AT1G30900/AT4G20110/AT2G34940/AT1G76970/AT5G01760/AT1G09070/AT4G24690/AT5G16880/AT4G29380/AT3G53120/AT3G53720/AT1G15130/AT2G14720/AT3G52850/AT5G24740/AT2G38410/AT1G24460/AT2G26890/AT4G21560,20
GO:0072666,BP,GO:0072666,establishment of protein localization to vacuole,20/2105,55/21061,0.363636363636364,3.63826387389333,6.52844543059336,1.45359642058355e-07,2.53671870919537e-06,1.82122700110375e-06,AT4G23700/AT1G30900/AT4G20110/AT2G34940/AT1G76970/AT5G01760/AT1G09070/AT4G24690/AT5G16880/AT4G29380/AT3G53120/AT3G53720/AT1G15130/AT2G14720/AT3G52850/AT5G24740/AT2G38410/AT1G24460/AT2G26890/AT4G21560,20
GO:0007034,BP,GO:0007034,vacuolar transport,30/2105,109/21061,0.275229357798165,2.75373183115779,6.11709991897805,1.84215193772136e-07,3.15889010537959e-06,2.26791245421989e-06,AT4G23700/AT1G30900/AT4G20110/AT2G34940/AT1G76970/AT5G01760/AT1G09070/AT4G26750/AT3G10640/AT5G13860/AT4G24690/AT1G03060/AT1G23900/AT5G16880/AT4G29380/AT3G53120/AT4G19640/AT5G45130/AT3G53720/AT1G15130/AT2G06530/AT2G14720/AT1G10290/AT3G52850/AT5G63880/AT5G24740/AT2G38410/AT1G24460/AT2G26890/AT4G21560,30
GO:0006812,BP,GO:0006812,monoatomic cation transport,61/2105,313/21061,0.194888178913738,1.94990020717446,5.64214073765626,2.60826819451271e-07,4.39615801673424e-06,3.15620397806531e-06,AT5G11210/AT1G15520/AT5G48410/AT4G23700/AT5G01490/AT3G22910/AT5G48400/AT1G58340/AT3G63380/AT2G29110/AT3G51860/AT2G04040/AT2G29100/AT2G25090/AT1G79400/AT5G20230/AT4G32650/AT4G13420/AT2G29120/AT5G17860/AT5G46360/AT3G15340/AT3G07520/AT4G29900/AT4G37640/AT3G57330/AT1G79610/AT1G59870/AT1G55910/AT3G58810/AT1G25520/AT1G27770/AT5G01600/AT1G18910/AT2G22500/AT4G30190/AT4G19960/AT3G47950/AT3G14070/AT1G07670/AT2G26650/AT1G64170/AT2G35060/AT5G51710/AT1G55730/AT2G01980/AT4G17615/AT2G04620/AT2G29410/AT3G53720/AT3G17630/AT4G27500/AT1G31120/AT1G07810/AT3G04110/AT3G12100/AT5G09400/AT5G06370/AT1G30270/AT1G70300/AT2G04032,61
GO:0030258,BP,GO:0030258,lipid modification,27/2105,97/21061,0.278350515463918,2.78495971790288,5.87163559682373,5.82456799103945e-07,9.49260171762792e-06,6.81517524832367e-06,AT3G01420/AT5G65090/AT1G47510/AT1G55020/AT1G72520/AT4G18010/AT1G65520/AT3G06810/AT3G06860/AT3G22400/AT1G76150/AT4G16760/AT5G17380/AT2G33150/AT2G42790/AT2G01180/AT5G04540/AT1G06290/AT5G65110/AT5G27520/AT1G50940/AT1G12640/AT1G05630/AT3G51460/AT4G39850/AT4G16210/AT1G34120,27
GO:0044550,BP,GO:0044550,secondary metabolite biosynthetic process,40/2105,177/21061,0.225988700564972,2.26106794422749,5.61435875840735,6.28948504069013e-07,1.01662823772467e-05,7.29884157008475e-06,AT3G13610/AT2G30770/AT4G37990/AT2G43000/AT3G26830/AT2G29460/AT1G67980/AT5G44585/AT5G20230/AT5G05340/AT5G57220/AT4G22680/AT1G61820/AT4G08850/AT3G24503/AT1G12160/AT4G12350/AT1G72680/AT3G11430/AT3G52430/AT4G36220/AT1G04770/AT1G07890/AT3G44540/AT3G56400/AT4G38620/AT2G38470/AT4G27260/AT4G39950/AT3G21230/AT1G80820/AT5G13420/AT2G30490/AT1G61810/AT3G27190/AT4G01070/AT1G18570/AT1G28680/AT5G06370/AT1G12140,40
GO:0098739,BP,GO:0098739,import across plasma membrane,15/2105,36/21061,0.416666666666667,4.16884402216944,6.3411203283114,6.84099931269778e-07,1.09678460525529e-05,7.87432098894182e-06,AT1G15520/AT4G21120/AT2G39210/AT2G47000/AT3G01760/AT2G34960/AT4G13420/AT1G79610/AT1G18910/AT2G26650/AT3G56200/AT2G01980/AT4G17615/AT2G04620/AT1G30270,15
GO:0097035,BP,GO:0097035,regulation of membrane lipid distribution,11/2105,20/21061,0.55,5.50287410926366,6.71356964173025,6.91533220922574e-07,1.09976089649945e-05,7.89568915229934e-06,AT3G25610/AT3G13900/AT5G04930/AT5G44240/AT1G26130/AT1G72700/AT2G23810/AT1G59820/AT1G13210/AT1G17500/AT1G68710,11
GO:0072593,BP,GO:0072593,reactive oxygen species metabolic process,35/2105,148/21061,0.236486486486486,2.3661006612313,5.55759984831319,1.01137864514492e-06,1.57042416395731e-05,1.12747971630329e-05,AT2G43000/AT1G63245/AT1G60740/AT3G49120/AT4G20860/AT5G44585/AT1G65970/AT3G56350/AT4G18360/AT4G28280/AT3G10500/AT3G52430/AT4G23450/AT5G44570/AT5G47910/AT1G07890/AT5G08760/AT1G75270/AT1G64060/AT2G33380/AT3G48090/AT2G17420/AT1G20630/AT4G12290/AT1G70520/AT3G14130/AT1G08830/AT2G01980/AT1G04970/AT4G34890/AT3G60800/AT1G32230/AT1G65980/AT4G01370/AT1G08620,35
GO:0015748,BP,GO:0015748,organophosphate ester transport,18/2105,52/21061,0.346153846153846,3.46334734149461,5.92661230168895,1.40463486846057e-06,2.09843936409412e-05,1.50656610692142e-05,AT1G61800/AT3G25610/AT4G28390/AT3G13900/AT5G04930/AT5G13490/AT3G12740/AT5G44240/AT1G26130/AT1G72700/AT2G38530/AT1G59820/AT1G13210/AT1G17500/AT1G68710/AT4G23010/AT5G27520/AT4G39850,18
GO:0062197,BP,GO:0062197,cellular response to chemical stress,31/2105,126/21061,0.246031746031746,2.46160313690005,5.48352894022642,1.68279691069655e-06,2.47647425962209e-05,1.77797474068096e-05,AT3G01420/AT3G13610/AT1G66280/AT1G60740/AT5G46350/AT1G16420/AT3G45410/AT4G25380/AT1G65970/AT1G62300/AT1G05680/AT4G37900/AT5G13170/AT5G24120/AT5G47910/AT1G07890/AT1G75270/AT1G64060/AT1G32870/AT4G04800/AT2G17420/AT1G03060/AT3G07700/AT1G08830/AT5G63030/AT1G34190/AT5G61640/AT5G58980/AT5G62460/AT1G65980/AT3G03740,31
GO:0052542,BP,GO:0052542,defense response by callose deposition,13/2105,30/21061,0.433333333333333,4.33559778305622,6.09236936558776,2.23351721017766e-06,3.21496053902946e-05,2.30816799668764e-05,AT1G51800/AT5G57220/AT5G61010/AT3G54640/AT1G64060/AT1G59870/AT4G39950/AT1G56140/AT1G28380/AT5G66850/AT4G03550/AT3G29400/AT1G18570,13
GO:0009838,BP,GO:0009838,abscission,15/2105,41/21061,0.365853658536585,3.66044840970975,5.68214481175436,4.80445444409329e-06,6.53405804396688e-05,4.69110070947766e-05,AT2G41850/AT3G56350/AT3G57510/AT1G68765/AT4G38000/AT1G74710/AT3G52430/AT2G31880/AT3G07970/AT4G28490/AT3G48090/AT5G14930/AT4G35600/AT1G51660/AT3G21220,15
GO:0098660,BP,GO:0098660,inorganic ion transmembrane transport,51/2105,269/21061,0.189591078066914,1.8969015178942,4.93349451001638,5.52502745385266e-06,7.36172576959287e-05,5.28532142633843e-05,AT3G48850/AT4G23700/AT5G01490/AT3G22910/AT3G63380/AT3G51860/AT1G08090/AT2G39210/AT1G79400/AT5G50200/AT4G32650/AT4G13420/AT5G09470/AT5G46360/AT3G15340/AT4G29900/AT4G37640/AT3G57330/AT3G45650/AT3G45060/AT1G79610/AT1G55910/AT3G58810/AT2G38290/AT1G25520/AT1G27770/AT1G18910/AT2G22500/AT4G30190/AT4G19960/AT3G47950/AT1G07670/AT2G26650/AT1G64170/AT2G35060/AT1G67940/AT5G51710/AT1G55730/AT2G01980/AT4G17615/AT2G04620/AT2G29410/AT3G53720/AT3G17630/AT4G27500/AT1G31120/AT1G07810/AT5G09400/AT1G30270/AT1G70300/AT2G04032,51
GO:0006887,BP,GO:0006887,exocytosis,19/2105,62/21061,0.306451612903226,3.06611753888591,5.42917006490263,5.73613824593256e-06,7.45683902829263e-05,5.35360760812084e-05,AT3G55150/AT5G13150/AT3G09520/AT4G12120/AT3G52400/AT5G13990/AT5G61010/AT1G47560/AT1G07000/AT3G11820/AT1G18740/AT3G10380/AT1G12360/AT3G29400/AT1G21170/AT5G50380/AT5G05570/AT3G14090/AT2G28650,19
GO:0009403,BP,GO:0009403,toxin biosynthetic process,9/2105,16/21061,0.5625,5.62793942992874,6.17099331706127,5.82329214177011e-06,7.45683902829263e-05,5.35360760812084e-05,AT2G30770/AT2G43000/AT3G26830/AT2G29460/AT3G52430/AT3G56400/AT2G38470/AT4G27260/AT4G39950,9
GO:0052315,BP,GO:0052315,phytoalexin biosynthetic process,9/2105,16/21061,0.5625,5.62793942992874,6.17099331706127,5.82329214177011e-06,7.45683902829263e-05,5.35360760812084e-05,AT2G30770/AT2G43000/AT3G26830/AT2G29460/AT3G52430/AT3G56400/AT2G38470/AT4G27260/AT4G39950,9
GO:0098657,BP,GO:0098657,import into cell,30/2105,127/21061,0.236220472440945,2.36343913067874,5.1356259912662,5.9746652894106e-06,7.60131609723723e-05,5.45733433905416e-05,AT1G15520/AT4G21120/AT4G02650/AT2G39210/AT5G35200/AT1G03050/AT2G47000/AT3G01760/AT5G25250/AT2G34960/AT4G13420/AT2G01920/AT5G05190/AT3G51890/AT1G79610/AT1G18910/AT4G15230/AT2G26650/AT3G56200/AT2G01980/AT4G17615/AT2G04620/AT2G01600/AT4G25940/AT1G59610/AT3G59290/AT1G30270/AT2G26890/AT3G11130/AT5G22770,30
GO:0033037,BP,GO:0033037,polysaccharide localization,17/2105,52/21061,0.326923076923077,3.27093915585602,5.46369393823176,6.68243427942031e-06,8.39347796115724e-05,6.02606376521644e-05,AT1G51800/AT5G57220/AT5G61010/AT3G54640/AT1G64060/AT1G59870/AT4G39950/AT1G56140/AT5G65020/AT3G07160/AT1G70520/AT1G28380/AT5G66850/AT4G03550/AT3G29400/AT2G36850/AT1G18570,17
GO:0080135,BP,GO:0080135,regulation of cellular response to stress,26/2105,103/21061,0.252427184466019,2.52559094158614,5.17206148626668,6.83327872713665e-06,8.52862382905917e-05,6.12309119786729e-05,AT1G17615/AT2G45130/AT3G25010/AT3G51860/AT2G14610/AT5G13320/AT2G32680/AT3G45860/AT2G31865/AT4G36990/AT5G47850/AT3G52400/AT1G72860/AT4G34390/AT1G72890/AT2G20880/AT5G13190/AT4G17720/AT1G32870/AT5G20150/AT4G22305/AT3G11820/AT3G21630/AT2G31870/AT3G49530/AT1G64460,26
GO:1901699,BP,GO:1901699,cellular response to nitrogen compound,18/2105,58/21061,0.310344827586207,3.10507003030551,5.34960556993182,8.2499859525269e-06,0.000101681076864894,7.30015204351887e-05,AT3G01420/AT5G11210/AT5G48410/AT5G48400/AT2G29110/AT1G08090/AT2G29100/AT4G08850/AT2G29120/AT2G33580/AT3G07520/AT3G45060/AT1G13300/AT1G59870/AT3G53480/AT3G21630/AT1G64280/AT3G04110,18
GO:0009225,BP,GO:0009225,nucleotide-sugar metabolic process,17/2105,53/21061,0.320754716981132,3.20922332272666,5.36620282221599,8.92702935392683e-06,0.000109342247738781,7.85018272705564e-05,AT3G11340/AT5G44480/AT2G31865/AT1G67070/AT1G30620/AT3G24090/AT2G28760/AT5G15650/AT3G46440/AT3G62830/AT2G35020/AT3G51160/AT2G31870/AT1G78570/AT5G16510/AT5G15490/AT5G18070,17
