"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000302","GO:0000302","response to reactive oxygen species","51/2105","167/20875",1.89003160814855e-13,8.27413837345032e-12,5.94199410842492e-12,"843660/821135/820564/838122/828414/839488/834678/828271/837429/838212/832476/828413/842405/834244/821047/837075/836011/828053/828481/832820/817155/821048/843584/837304/838483/28720712/843864/824807/826884/819567/823964/833957/827622/835019/816248/819767/838652/831720/819961/843389/818670/837405/814729/829641/840318/842280/840454/840115/822547/828713/826718",51
"GO:0009863","GO:0009863","salicylic acid mediated signaling pathway","31/2105","71/20875",2.34581990646012e-13,1.00462287298401e-11,7.21460401437619e-12,"833667/820307/815864/832320/839748/838107/836686/831826/838043/814985/824405/824257/824408/830401/834545/843864/824807/823964/830587/820355/839846/818670/839735/825650/827085/842733/838812/827710/837393/827397/828151",31
"GO:0002238","GO:0002238","response to molecule of fungal origin","16/2105","20/20875",3.54068540427642e-13,1.48407452051586e-11,1.06577406122005e-11,"843660/842988/841606/817828/816283/830902/819700/822093/837210/827493/842281/837635/842275/823620/821460/821717",16
"GO:0044242","GO:0044242","cellular lipid catabolic process","39/2105","114/20875",2.49092842361888e-12,1.02231854052692e-10,7.34168377487671e-11,"821135/827562/829417/819730/839508/821175/839691/839889/827663/821243/818802/826791/826790/816152/842864/819865/826673/819870/839883/843947/827381/831604/817876/818879/841689/817457/826789/820932/837140/836635/832812/841516/821244/836015/838824/820462/843785/830144/827314",39
"GO:0071407","GO:0071407","cellular response to organic cyclic compound","50/2105","173/20875",3.29216271601511e-12,1.32358378582648e-10,9.50519160112632e-11,"821135/833667/820307/815864/832320/822312/839748/838107/836686/831826/838043/819248/814985/824405/824257/827208/815862/824408/830401/831156/843998/834545/843864/824807/842281/817841/824516/823964/830587/825506/820355/839846/818670/839735/831863/829480/825650/827085/836018/842733/838812/829993/827710/840105/827623/837393/827397/828151/831285/828097",50
"GO:0010243","GO:0010243","response to organonitrogen compound","47/2105","157/20875",3.6736671837628e-12,1.44742487040254e-10,1.03945446210046e-10,"830991/834896/818959/841606/834895/832660/817022/817459/815949/837429/817458/834646/819248/843997/836103/824489/823752/818064/826456/817460/817923/821036/837365/819940/834207/842281/824516/824693/842812/832950/836301/831870/842580/842428/819296/821717/842733/820142/819566/839666/843462/837441/826407/831392/828856/838261/826409",47
"GO:0002684","GO:0002684","positive regulation of immune system process","30/2105","73/20875",3.84309137451777e-12,1.45594038611539e-10,1.04556979905908e-10,"821832/838338/834101/832474/815949/824073/831173/817828/836686/832618/843617/832170/829589/843620/842432/820141/824807/842281/826884/834768/833957/818549/825434/836819/825650/821717/834536/827397/834561/831876",30
"GO:0050778","GO:0050778","positive regulation of immune response","30/2105","73/20875",3.84309137451777e-12,1.45594038611539e-10,1.04556979905908e-10,"821832/838338/834101/832474/815949/824073/831173/817828/836686/832618/843617/832170/829589/843620/842432/820141/824807/842281/826884/834768/833957/818549/825434/836819/825650/821717/834536/827397/834561/831876",30
"GO:0009404","GO:0009404","toxin metabolic process","27/2105","61/20875",5.51193555969481e-12,2.04877604766015e-10,1.47130911464346e-10,"817496/817628/818902/822298/817495/843328/843329/820083/836368/843799/839515/839295/839479/814822/838288/814770/827931/824408/844169/824807/818429/817491/844174/828834/830154/817498/841805",27
"GO:0009991","GO:0009991","response to extracellular stimulus","74/2105","320/20875",6.08782909822947e-12,2.22093024509482e-10,1.59494002105661e-10,"844398/820564/834353/838122/831147/832474/819120/815949/819609/843632/819730/842527/819332/843027/820034/832801/837075/828053/834574/28717277/840446/843740/838420/822299/828638/824124/818721/839418/824754/844220/816141/825794/821613/838739/824384/821049/824120/828805/841899/819816/837890/824516/841765/844174/838652/838472/828287/832137/819961/836558/843444/827960/835005/843161/827481/838909/825452/835562/820956/817261/837069/837278/821244/834630/836163/839142/832428/839907/820292/817230/842185/821170/841912/831594",74
"GO:0045088","GO:0045088","regulation of innate immune response","37/2105","107/20875",6.25437625833492e-12,2.2402038598036e-10,1.60878118491907e-10,"821832/838338/834101/832474/824073/831173/817828/836686/824405/843617/832170/829589/843620/842432/831158/820141/827493/28720712/838336/824807/842281/826884/834768/833957/818549/825434/10723040/820355/836819/825650/821717/834536/827397/842754/841327/834561/831876",37
"GO:0046777","GO:0046777","protein autophosphorylation","48/2105","170/20875",2.21991508674299e-11,7.80934414443516e-10,5.60820653492966e-10,"819609/823679/833892/839324/843936/825139/835947/842890/836150/832618/838470/842432/837531/831091/825806/816235/828967/816258/838236/818549/828424/829980/819260/834204/837855/838182/820235/834620/843389/825809/836753/842891/836819/819989/815625/821717/825804/818989/828283/831316/821586/826541/814673/831123/829685/837393/825369/826409",48
"GO:0042430","GO:0042430","indole-containing compound metabolic process","32/2105","87/20875",2.54316659600578e-11,8.64481960925289e-10,6.20819532718989e-10,"817628/823555/818902/822298/817495/6241037/835828/837075/826456/816952/829566/838708/824408/830457/824629/814980/824807/818429/842281/828834/830154/829894/835571/828484/828815/839103/818588/832812/838438/823556/833841/822529",32
"GO:1901698","GO:1901698","response to nitrogen compound","56/2105","217/20875",2.54517531642979e-11,8.64481960925289e-10,6.20819532718989e-10,"821135/830991/823555/834896/818959/841606/834895/832660/817022/817459/815949/837429/837327/817458/835085/834646/819248/843997/836103/824489/823752/818064/826456/817460/817923/821036/828255/837365/832290/819940/834207/823641/837890/842281/824516/824693/842812/832950/836301/831870/842580/842428/819296/821717/842733/820142/823556/819566/839666/843462/837441/826407/831392/828856/838261/826409",56
"GO:0048366","GO:0048366","leaf development","90/2105","436/20875",2.69861347029506e-11,9.01062463810385e-10,6.47089474411519e-10,"818171/843353/820307/826642/818902/818959/28717391/834489/829417/815864/822092/817010/838272/818505/832476/833948/836040/843282/832524/840317/839324/817807/828053/833738/819561/843656/828515/834629/828481/817565/839864/831654/815862/820214/828149/824408/831156/836383/821185/831024/835238/830779/816209/837276/817438/824807/841899/842281/841765/832196/831345/833957/834412/837660/831157/838510/831720/827297/836821/827740/828849/817103/827896/820052/838668/818670/821061/835421/825650/824390/827634/825452/825251/819129/840318/821453/834630/822547/827995/829605/835306/823754/835632/820292/819952/822330/837384/817382/831594/821610",90
"GO:0016042","GO:0016042","lipid catabolic process","40/2105","128/20875",3.34145549244253e-11,1.09711122001863e-09,7.87880031902238e-10,"821135/827562/829417/819730/839508/821175/839691/839889/827663/821243/818802/826791/826790/816152/842864/819865/826673/819870/839883/843947/827381/831604/817876/818879/841689/817457/826789/820932/837140/836635/832812/830916/841516/821244/836015/838824/820462/843785/830144/827314",40
"GO:0009636","GO:0009636","response to toxic substance","50/2105","184/20875",3.95864995543365e-11,1.27844924790234e-09,9.18106219172187e-10,"817496/823555/817495/843328/843329/842203/836533/820083/814938/836368/843799/839515/839295/841082/837853/843027/839479/814822/835511/838288/814770/827931/828669/844169/832290/821934/838907/843864/824120/842281/830443/824516/817491/835019/844174/825050/833782/816248/838652/821935/842650/824119/817498/837405/844385/841805/827912/814906/823556/818252",50
"GO:0045089","GO:0045089","positive regulation of innate immune response","28/2105","70/20875",4.33000904618692e-11,1.3758254549981e-09,9.88036020046726e-10,"821832/838338/834101/832474/824073/831173/817828/836686/843617/832170/829589/843620/842432/820141/824807/842281/826884/834768/833957/818549/825434/836819/825650/821717/834536/827397/834561/831876",28
"GO:0031667","GO:0031667","response to nutrient levels","65/2105","277/20875",5.99748416858149e-11,1.87540377969929e-09,1.3468034624183e-09,"844398/820564/834353/831147/819120/815949/819609/843632/819730/842527/819332/843027/820034/832801/834574/28717277/840446/843740/822299/828638/824124/818721/839418/824754/844220/816141/825794/838739/824384/821049/824120/828805/841899/819816/837890/824516/841765/838652/838472/828287/832137/819961/836558/843444/827960/835005/843161/827481/838909/825452/835562/817261/837069/837278/821244/834630/836163/839142/832428/839907/820292/817230/842185/841912/831594",65
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","96/2105","490/20875",1.24090011516906e-10,3.81964566700476e-09,2.74304235984739e-09,"821135/838508/823555/842880/826642/827562/815864/843838/6241037/832524/831483/829869/832750/830894/816509/837075/826456/820006/827226/843716/841944/843810/830058/832820/820709/814770/835358/834758/824408/839889/827371/827663/821249/843584/820141/831039/828733/816412/838224/817901/819567/842864/836377/824516/814974/841026/817525/819865/832657/837122/842748/830154/819870/833655/817693/835571/828484/819767/834966/843947/827381/831604/817876/821460/818879/835764/818986/818706/839846/817457/817257/838668/828685/837140/839347/821961/816894/839735/820630/822169/836635/832812/841516/835258/823556/821163/836015/836163/838824/820462/830144/827314/814643/824568/831876/838147",96
"GO:0002253","GO:0002253","activation of immune response","24/2105","56/20875",1.89687123900489e-10,5.74897898590712e-09,4.12857481007703e-09,"821832/834101/832474/815949/824073/817828/836686/832618/832170/842432/820141/824807/842281/826884/834768/818549/825434/836819/825650/821717/834536/827397/834561/831876",24
"GO:0016054","GO:0016054","organic acid catabolic process","46/2105","169/20875",2.22490981307893e-10,6.54189900263507e-09,4.69800281033477e-09,"821135/826642/817022/831599/832524/833862/814732/839508/814770/829566/830635/827663/829623/829452/835480/838739/842864/819865/830154/819870/839883/828798/834660/843947/827381/831604/817876/827841/818879/817457/816149/837140/818588/836635/838301/832812/841516/837168/843565/814906/821163/838824/820462/830144/835598/827314",46
"GO:0046395","GO:0046395","carboxylic acid catabolic process","46/2105","169/20875",2.22490981307893e-10,6.54189900263507e-09,4.69800281033477e-09,"821135/826642/817022/831599/832524/833862/814732/839508/814770/829566/830635/827663/829623/829452/835480/838739/842864/819865/830154/819870/839883/828798/834660/843947/827381/831604/817876/827841/818879/817457/816149/837140/818588/836635/838301/832812/841516/837168/843565/814906/821163/838824/820462/830144/835598/827314",46
"GO:0002757","GO:0002757","immune response-activating signaling pathway","20/2105","41/20875",3.60205782119639e-10,1.02841360981984e-08,7.38545493773904e-09,"821832/832474/824073/817828/836686/832618/832170/842432/820141/842281/826884/818549/825434/836819/825650/821717/834536/827397/834561/831876",20
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","20/2105","41/20875",3.60205782119639e-10,1.02841360981984e-08,7.38545493773904e-09,"821832/832474/824073/817828/836686/832618/832170/842432/820141/842281/826884/818549/825434/836819/825650/821717/834536/827397/834561/831876",20
"GO:0010646","GO:0010646","regulation of cell communication","75/2105","357/20875",5.29392914744884e-10,1.4898629172106e-08,1.0699309434844e-08,"824763/829691/819120/841606/826796/822312/836040/838107/819314/838043/819248/839324/814985/817807/832750/836596/838136/828481/839265/829946/825476/818403/824408/838922/843418/843998/821780/828444/814683/843106/830996/834545/843864/824807/837890/825831/842281/836739/830443/838310/821005/832137/817876/839846/818670/839735/828714/844295/825257/827085/821182/844383/842733/838501/829993/823426/830497/832215/829976/819614/827710/826541/836163/832396/836158/824115/837393/844193/823754/831285/820292/829473/841327/834026/817375",75
"GO:0031348","GO:0031348","negative regulation of defense response","28/2105","77/20875",5.99223775685077e-10,1.66263498323888e-08,1.1940055663762e-08,"824763/841606/825139/824405/843810/830058/833963/818403/824408/825291/831158/827493/842281/834892/830443/836377/837673/821808/822474/820355/836753/842733/820142/836163/831392/829901/842754/841327",28
"GO:0002213","GO:0002213","defense response to insect","21/2105","46/20875",6.20486656480138e-10,1.69772043509149e-08,1.21920185132939e-08,"817484/824763/817495/830142/834378/6241037/825433/841082/835828/830894/826456/831268/834485/818403/824408/822110/834484/5008297/830443/821808/827381",21
"GO:1900055","GO:1900055","regulation of leaf senescence","24/2105","59/20875",6.97558806544052e-10,1.88245321765997e-08,1.35186594952445e-08,"843353/818902/28717391/840317/839324/819561/839864/836383/821185/824807/831345/833957/831157/838510/828849/818670/824390/825251/819129/834630/822547/829605/822330/837384",24
"GO:0071215","GO:0071215","cellular response to abscisic acid stimulus","60/2105","261/20875",7.67155276288959e-10,2.01506119238566e-08,1.44709711064191e-08,"842978/838122/841606/831700/822092/826796/836040/838107/839324/817807/832750/836596/837075/842890/839265/838420/838470/834818/838922/831156/817544/843418/828444/814683/843106/830996/818916/842710/816235/10723114/818609/837890/825831/836739/817553/843258/825481/821005/817876/827187/818706/828239/842580/828714/843257/821182/827481/819280/830497/832215/826541/836163/832396/821676/829651/835306/837393/829473/834026/817382",60
"GO:0097306","GO:0097306","cellular response to alcohol","60/2105","261/20875",7.67155276288959e-10,2.01506119238566e-08,1.44709711064191e-08,"842978/838122/841606/831700/822092/826796/836040/838107/839324/817807/832750/836596/837075/842890/839265/838420/838470/834818/838922/831156/817544/843418/828444/814683/843106/830996/818916/842710/816235/10723114/818609/837890/825831/836739/817553/843258/825481/821005/817876/827187/818706/828239/842580/828714/843257/821182/827481/819280/830497/832215/826541/836163/832396/821676/829651/835306/837393/829473/834026/817382",60
"GO:0009966","GO:0009966","regulation of signal transduction","73/2105","347/20875",8.42352981311604e-10,2.18346759629455e-08,1.56803657462991e-08,"824763/829691/841606/826796/822312/836040/838107/819314/838043/819248/839324/814985/817807/832750/836596/838136/828481/839265/829946/825476/818403/824408/838922/843418/843998/821780/828444/814683/843106/830996/834545/843864/824807/837890/825831/842281/836739/830443/838310/821005/817876/839846/818670/839735/828714/844295/825257/827085/821182/844383/842733/838501/829993/823426/830497/832215/829976/819614/827710/826541/836163/832396/836158/824115/837393/844193/823754/831285/820292/829473/841327/834026/817375",73
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","55/2105","231/20875",9.96222536912961e-10,2.5487771398942e-08,1.83038016351472e-08,"844398/834353/838122/832474/819120/819609/843632/819730/842527/819332/820034/832801/837075/828053/834574/28717277/843740/838420/822299/828638/824124/839418/824754/816141/825794/821613/838739/824384/821049/824120/841899/819816/837890/841765/844174/838652/838472/828287/832137/836558/843444/827960/835005/843161/827481/838909/820956/817261/821244/834630/836163/839142/832428/821170/831594",55
"GO:0002758","GO:0002758","innate immune response-activating signaling pathway","19/2105","39/20875",1.0238669338209e-09,2.58592033285536e-08,1.85705419575613e-08,"821832/832474/824073/817828/836686/832170/842432/820141/842281/826884/818549/825434/836819/825650/821717/834536/827397/834561/831876",19
"GO:0071496","GO:0071496","cellular response to external stimulus","56/2105","238/20875",1.12554917837468e-09,2.80674921695965e-08,2.01564036740249e-08,"844398/834353/838122/832474/819120/819609/843632/819730/842527/819332/820034/832801/837075/828053/834574/28717277/843740/838420/822299/828638/824124/839418/824754/816141/825794/821613/838739/824384/821049/824120/841899/819816/837890/841765/844174/838652/838472/828287/832137/836558/843444/835681/827960/835005/843161/827481/838909/820956/817261/821244/834630/836163/839142/832428/821170/831594",56
"GO:1901615","GO:1901615","organic hydroxy compound metabolic process","75/2105","363/20875",1.165090662163e-09,2.86903575557639e-08,2.06037085519352e-08,"821135/842880/826642/827562/818013/832524/829559/829869/832750/829560/830894/832479/843716/827208/816173/843810/830058/816041/814770/822299/816040/824408/839889/827371/827663/835480/820141/827526/816218/816412/838224/10723114/835987/817901/828805/841899/830018/816152/836377/817525/837122/835991/817693/831604/815120/818986/818706/839846/817457/817257/828239/838668/828685/816894/839735/820139/844385/831884/837168/842805/836480/836477/819902/837069/836015/818252/836163/838824/844193/836565/829473/818747/839303/831876/840311",75
"GO:0044282","GO:0044282","small molecule catabolic process","55/2105","234/20875",1.64721190243595e-09,4.00618203431953e-08,2.87700168534622e-08,"821135/826642/834475/817022/831599/827834/832524/833862/814732/839942/820006/839508/814770/829566/830635/827663/829623/829452/835480/838739/816152/842864/819865/837122/830154/819870/839883/817693/828798/834660/843947/827381/831604/817876/827841/818879/817457/816149/837140/818588/836635/838301/832812/844385/841516/837168/843565/814906/821163/838824/820462/843076/830144/835598/827314",55
"GO:0071395","GO:0071395","cellular response to jasmonic acid stimulus","34/2105","111/20875",1.76030292673559e-09,4.22902044593794e-08,3.03703098014458e-08,"824763/839748/838107/836602/819248/832686/824405/828481/820789/818403/824408/821780/834545/836518/824807/821902/825831/817841/844276/830443/834768/838310/820355/818670/822207/842733/838501/823426/827710/840115/828151/838144/839141/817375",34
"GO:0023051","GO:0023051","regulation of signaling","73/2105","353/20875",1.85716098681554e-09,4.4079604144899e-08,3.16553502381749e-08,"824763/829691/841606/826796/822312/836040/838107/819314/838043/819248/839324/814985/817807/832750/836596/838136/828481/839265/829946/825476/818403/824408/838922/843418/843998/821780/828444/814683/843106/830996/834545/843864/824807/837890/825831/842281/836739/830443/838310/821005/817876/839846/818670/839735/828714/844295/825257/827085/821182/844383/842733/838501/829993/823426/830497/832215/829976/819614/827710/826541/836163/832396/836158/824115/837393/844193/823754/831285/820292/829473/841327/834026/817375",73
"GO:0098754","GO:0098754","detoxification","43/2105","162/20875",1.98906080658352e-09,4.66482117734469e-08,3.34999714793014e-08,"817496/823555/817495/843328/843329/842203/836533/820083/814938/836368/843799/839515/839295/837853/839479/814822/835511/838288/814770/827931/828669/844169/832290/821934/838907/843864/824120/842281/824516/817491/844174/825050/833782/816248/838652/821935/842650/824119/817498/837405/841805/823556/818252",43
"GO:0002218","GO:0002218","activation of innate immune response","22/2105","53/20875",2.25693101380892e-09,5.23076952612184e-08,3.75642759450054e-08,"821832/834101/832474/824073/817828/836686/832170/842432/820141/824807/842281/826884/834768/818549/825434/836819/825650/821717/834536/827397/834561/831876",22
"GO:0009867","GO:0009867","jasmonic acid mediated signaling pathway","33/2105","107/20875",2.50206154002977e-09,5.73146655099843e-08,4.11599842080785e-08,"824763/839748/838107/836602/819248/832686/824405/828481/820789/818403/824408/821780/834545/836518/824807/821902/825831/844276/830443/834768/838310/820355/818670/822207/842733/838501/823426/827710/840115/828151/838144/839141/817375",33
"GO:0071398","GO:0071398","cellular response to fatty acid","34/2105","115/20875",4.8842146459913e-09,1.10596584512677e-07,7.9423889706138e-08,"824763/839748/838107/836602/819248/832686/824405/828481/820789/818403/824408/821780/834545/836518/824807/821902/825831/817841/844276/830443/834768/838310/820355/818670/822207/842733/838501/823426/827710/840115/828151/838144/839141/817375",34
"GO:0009738","GO:0009738","abscisic acid-activated signaling pathway","52/2105","222/20875",5.15979125156698e-09,1.15076640661061e-07,8.2641199598432e-08,"842978/838122/841606/831700/826796/836040/838107/839324/817807/832750/836596/839265/838470/834818/838922/817544/843418/828444/814683/843106/830996/842710/816235/818609/837890/825831/836739/817553/843258/825481/821005/817876/827187/818706/842580/828714/843257/821182/827481/819280/830497/832215/826541/836163/832396/821676/829651/835306/837393/829473/834026/817382",52
"GO:1900424","GO:1900424","regulation of defense response to bacterium","22/2105","55/20875",5.19889391819005e-09,1.15076640661061e-07,8.2641199598432e-08,"824681/841606/6241037/836686/825139/843716/833963/832618/824408/825706/837999/837210/836377/831345/828782/818549/822474/824711/836753/836819/827085/837393",22
"GO:0010224","GO:0010224","response to UV-B","26/2105","74/20875",5.69390138899857e-09,1.2463317484808e-07,8.95041341147845e-08,"837098/838107/843842/836103/832750/834629/821027/843716/829779/827220/821048/830996/830018/840181/824693/828127/842976/814646/835990/837405/819685/822427/834138/832438/834504/843071",26
"GO:0042435","GO:0042435","indole-containing compound biosynthetic process","23/2105","60/20875",6.22053782172335e-09,1.34664390206538e-07,9.67079564186949e-08,"817628/823555/818902/822298/817495/6241037/835828/826456/824408/830457/824629/814980/824807/818429/828834/830154/835571/828484/828815/839103/838438/823556/833841",23
"GO:0042594","GO:0042594","response to starvation","51/2105","219/20875",8.88957949886916e-09,1.90352952312742e-07,1.36700169868194e-07,"820564/834353/819120/819609/843632/819730/842527/819332/834574/28717277/840446/843740/822299/828638/824124/839418/824754/844220/816141/825794/838739/824384/824120/828805/841899/819816/837890/824516/841765/838652/838472/828287/832137/819961/843444/827960/835005/843161/827481/838909/825452/835562/817261/821244/834630/836163/839142/832428/817230/841912/831594",51
"GO:0031669","GO:0031669","cellular response to nutrient levels","46/2105","189/20875",1.09999915843963e-08,2.33010574422158e-07,1.67334337175197e-07,"844398/834353/819120/819609/843632/819730/842527/819332/820034/832801/834574/28717277/843740/822299/828638/824124/839418/824754/816141/825794/838739/824384/821049/824120/841899/819816/837890/841765/838652/838472/828287/832137/836558/843444/827960/835005/843161/827481/838909/817261/821244/834630/836163/839142/832428/831594",46
"GO:0010038","GO:0010038","response to metal ion","55/2105","247/20875",1.27669559862048e-08,2.67562800987483e-07,1.92147691438513e-07,"843353/818959/837408/834489/824349/836638/834473/830142/833892/828641/838107/839515/838832/839295/843842/838184/843027/821817/821270/835511/828763/827114/828255/827931/831774/817197/818630/838907/826791/831039/832858/824516/825050/838779/831720/838472/825138/842650/824915/835437/828891/833895/837405/838301/825804/840543/818258/833896/842572/837296/830525/839062/826409/825776/833711",55
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","32/2105","109/20875",1.65539984357478e-08,3.43277651772876e-07,2.4652159443374e-07,"837429/824489/836572/840286/837365/834758/824661/834210/814811/844087/839355/817874/834207/821995/840897/816258/838779/842812/832950/820249/837998/828520/836301/831870/820142/843462/817854/837441/831392/828856/824115/838261",32
"GO:0009408","GO:0009408","response to heat","63/2105","304/20875",2.16761029980892e-08,4.44811696939956e-07,3.19437307340262e-07,"818414/838122/837430/842203/837429/831856/828641/838107/829853/836103/820049/840286/835341/821855/817155/830601/825291/816622/841592/817575/820019/820438/834842/829073/837304/828929/817925/820091/838224/820102/834207/818429/842281/819567/831765/827622/832267/832950/820249/836626/835248/843644/822041/838780/834913/819296/843771/828714/835421/844390/822427/842733/842280/819331/818715/836163/844333/830626/838268/834610/843125/817304/826849",63
"GO:0043068","GO:0043068","positive regulation of programmed cell death","17/2105","37/20875",2.38669166181515e-08,4.84719852966583e-07,3.48096971620138e-07,"838338/831173/822119/830902/817807/837783/824188/843617/829589/843620/817746/833957/839561/821717/830497/836158/820317",17
"GO:0042537","GO:0042537","benzene-containing compound metabolic process","25/2105","74/20875",2.75907397225385e-08,5.54630176055111e-07,3.98302408024616e-07,"826642/832524/829869/832750/830894/843716/843810/830058/838288/814770/829566/824408/827371/820141/836377/824516/817876/818986/839846/828685/816894/839735/818588/836163/831876",25
"GO:0034204","GO:0034204","lipid translocation","11/2105","16/20875",2.88846477092142e-08,5.74775313001535e-07,4.12769447327845e-07,"822148/820603/830375/834447/839154/843602/816913/842275/837881/838324/843201",11
"GO:0009407","GO:0009407","toxin catabolic process","19/2105","46/20875",3.08079882365733e-08,6.06917368260494e-07,4.35851959894258e-07,"817496/817495/843328/843329/820083/836368/843799/839515/839295/839479/814822/838288/814770/827931/844169/817491/844174/817498/841805",19
"GO:0006749","GO:0006749","glutathione metabolic process","22/2105","60/20875",3.4355588138489e-08,6.70104045869538e-07,4.81228873977376e-07,"817496/817495/843328/843329/820083/836368/843799/839515/839295/839479/814822/838288/814770/827931/844169/843864/817491/844174/817498/822003/841805/829042",22
"GO:2000022","GO:2000022","regulation of jasmonic acid mediated signaling pathway","18/2105","42/20875",3.55383227775473e-08,6.86377410507531e-07,4.9291543666691e-07,"824763/838107/819248/828481/818403/824408/821780/834545/824807/825831/830443/838310/818670/842733/838501/823426/827710/817375",18
"GO:0009555","GO:0009555","pollen development","74/2105","385/20875",3.7714001021802e-08,7.21326038960678e-07,5.18013463191639e-07,"827024/842932/831401/816283/828800/822257/817807/836572/824582/820006/828669/843057/818520/817544/830979/814811/816567/839275/843584/837444/833623/820381/837438/823639/819988/827062/830470/821995/831419/828782/835091/824548/837998/827381/819832/837855/829502/838074/819903/829059/831966/817599/818071/819212/835421/825650/825122/820306/819989/828125/814841/818066/821312/837163/824895/834119/827134/838501/835726/818258/820647/830497/831860/815209/830440/821074/832428/823396/828151/830839/819620/819952/820317/831400",74
"GO:0009615","GO:0009615","response to virus","30/2105","102/20875",4.39059289101358e-08,8.31679614932381e-07,5.97262838615613e-07,"818171/818959/834678/831856/819632/843842/821835/829308/832241/840017/843276/838721/831903/830520/824306/820438/817197/821569/825362/820102/831345/840016/844423/839574/820338/832530/827085/834517/821300/816737",30
"GO:0006790","GO:0006790","sulfur compound metabolic process","72/2105","373/20875",4.80443960376103e-08,9.0140438280088e-07,6.47335020296223e-07,"825182/817496/842945/817628/832525/818902/839488/822298/817495/843328/843329/825184/817180/820083/836368/843799/839515/6241037/839295/819055/835828/819562/839479/814904/821817/831174/814822/826456/834871/837768/838288/814770/827931/838708/843107/824408/844169/831298/829452/820331/839418/843864/823579/824807/818429/842281/821201/820888/817491/844174/828834/830154/833655/828798/829894/834400/817498/822003/833992/836499/835882/841805/840543/838438/819902/821676/837766/829042/827122/835598/837412/839303",72
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","14/2105","27/20875",6.06890296412385e-08,1.12789989050226e-06,8.09990624010174e-07,"821832/832474/824073/817828/836686/832170/842432/820141/842281/818549/825434/836819/821717/831876",14
"GO:0015914","GO:0015914","phospholipid transport","12/2105","20/20875",6.23159090805484e-08,1.13960879058569e-06,8.18399259709949e-07,"822148/820603/830375/820456/834447/839154/843602/818435/842275/837881/838324/843201",12
"GO:0010118","GO:0010118","stomatal movement","41/2105","168/20875",6.24760149153577e-08,1.13960879058569e-06,8.18399259709949e-07,"838122/841612/837408/836040/837480/839324/825139/820006/819392/829442/843810/818491/837210/838224/842710/816235/817901/824807/818549/820355/827297/826838/818706/817206/825809/818670/828714/827481/820956/839277/817745/820647/834509/821676/828151/831285/839907/827630/839134/820284/834026",41
"GO:0045332","GO:0045332","phospholipid translocation","10/2105","14/20875",7.28214880264748e-08,1.31613148084546e-06,9.45167357871387e-07,"822148/820603/830375/834447/839154/843602/842275/837881/838324/843201",10
"GO:0009267","GO:0009267","cellular response to starvation","41/2105","171/20875",1.05562796064196e-07,1.89053371133151e-06,1.35766887952421e-06,"834353/819120/819609/843632/819730/842527/819332/834574/28717277/843740/822299/828638/824124/839418/824754/816141/825794/838739/824384/824120/841899/819816/837890/841765/838652/838472/828287/832137/843444/827960/835005/843161/827481/838909/817261/821244/834630/836163/839142/832428/831594",41
"GO:0006812","GO:0006812","monoatomic cation transport","61/2105","303/20875",1.07774639722886e-07,1.91275711940618e-06,1.37362840955485e-06,"830991/838122/834896/828470/831754/821863/834895/842203/825513/817459/824349/814938/817458/817047/844278/832145/829400/826973/817460/831654/834679/820765/819940/829112/829918/824900/844299/842281/842041/825050/839138/839670/831720/838472/816783/829142/827740/823950/820622/837280/817206/842721/818071/835245/842022/814729/827481/815004/817490/824539/821030/828859/839997/837296/819566/820384/830799/830525/839907/843366/814931",61
"GO:0009696","GO:0009696","salicylic acid metabolic process","19/2105","50/20875",1.51710316443325e-07,2.66847610172634e-06,1.91634083928411e-06,"826642/832524/829869/832750/830894/843716/843810/830058/824408/827371/820141/836377/818986/839846/828685/816894/839735/836163/831876",19
"GO:0072665","GO:0072665","protein localization to vacuole","20/2105","55/20875",1.68081340828687e-07,2.90456352133783e-06,2.08588478369118e-06,"828470/839974/827757/818059/844033/831682/837428/828571/831551/829059/824478/824539/838077/815960/824451/832543/818422/839062/817230/828241",20
"GO:0072666","GO:0072666","establishment of protein localization to vacuole","20/2105","55/20875",1.68081340828687e-07,2.90456352133783e-06,2.08588478369118e-06,"828470/839974/827757/818059/844033/831682/837428/828571/831551/829059/824478/824539/838077/815960/824451/832543/818422/839062/817230/828241",20
"GO:2000031","GO:2000031","regulation of salicylic acid mediated signaling pathway","14/2105","29/20875",1.93053582283649e-07,3.30709180085903e-06,2.37495665527894e-06,"838107/838043/814985/824408/834545/843864/824807/839846/818670/839735/827085/842733/827710/837393",14
"GO:0007034","GO:0007034","vacuolar transport","30/2105","109/20875",2.23322500901049e-07,3.79263212737127e-06,2.72364284220517e-06,"828470/839974/827757/818059/844033/831682/837428/828782/820233/831232/828571/839323/839001/831551/829059/824478/827706/834549/824539/838077/815211/815960/837568/824451/836508/832543/818422/839062/817230/828241",30
