"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044550","BP","GO:0044550","secondary metabolite biosynthetic process","43/1678","177/20875",3.35982311296479e-11,1.18046092834359e-09,8.98446625956779e-10,"820564/843126/817628/822298/829955/830416/818902/817495/828364/820316/832145/842720/826844/6241037/837768/831202/842479/843600/826456/824408/844421/822042/824807/829572/842478/835828/821677/830078/830154/829779/832383/818429/838438/834106/827000/839768/837304/817599/827912/836475/823706/831183/835504",43
"GO:0098754","BP","GO:0098754","detoxification","40/1678","162/20875",9.50655873187843e-11,3.2770722270079e-09,2.49417360175003e-09,"817496/843329/823555/842203/817495/836368/843328/843799/820083/814938/835511/839295/839515/827931/832290/838288/836533/838289/838907/814822/814770/832537/839479/821934/842650/824120/817498/828669/818252/821935/817491/837405/816248/842261/844174/824119/838652/843454/842281/843864",40
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","26/1678","77/20875",1.16902507469247e-10,3.95520150270952e-09,3.01029653736599e-09,"843660/839488/832476/838212/834678/836011/28720712/837075/828481/821047/837252/817155/831076/820264/833957/831075/828713/831720/838652/841709/833746/840318/834532/842280/819567/843864",26
"GO:0009698","BP","GO:0009698","phenylpropanoid metabolic process","36/1678","137/20875",1.24680229003461e-10,4.14165051616952e-09,3.15220253614492e-09,"820564/836802/843126/829955/830416/828364/827678/820316/832145/842720/838136/826844/836533/831202/842479/843600/844421/822042/829572/842478/840272/821677/830078/829779/832383/821710/834106/827000/839768/837304/817599/827912/836475/842281/831183/835504",36
"GO:0010243","BP","GO:0010243","response to organonitrogen compound","39/1678","157/20875",1.33992198249661e-10,4.37149546789518e-09,3.32713710315417e-09,"818959/815949/830991/834896/834895/817459/841606/817022/817458/834646/832660/837429/819248/818064/823752/837365/817460/819940/836103/817923/826456/824489/843997/821036/834207/836301/832950/842428/842580/837441/842733/839666/824693/823706/821717/842281/826409/828942/827088",39
"GO:0002684","BP","GO:0002684","positive regulation of immune system process","25/1678","73/20875",1.87812662392499e-10,5.91609886536371e-09,4.5027318878492e-09,"838338/815949/821832/834101/831173/817828/832474/2745743/824073/836686/832618/824807/829589/833957/820141/832170/826884/843620/842432/825434/818549/834768/817049/821717/842281",25
"GO:0050778","BP","GO:0050778","positive regulation of immune response","25/1678","73/20875",1.87812662392499e-10,5.91609886536371e-09,4.5027318878492e-09,"838338/815949/821832/834101/831173/817828/832474/2745743/824073/836686/832618/824807/829589/833957/820141/832170/826884/843620/842432/825434/818549/834768/817049/821717/842281",25
"GO:0071407","BP","GO:0071407","cellular response to organic cyclic compound","41/1678","173/20875",2.17506685282865e-10,6.73533413579312e-09,5.12625033467733e-09,"815864/833667/821135/820307/832320/838107/831826/839748/819248/814985/822312/836686/824257/831156/824405/824408/838043/830401/831863/815862/824807/823964/843998/834545/830587/827623/817841/827085/819014/825506/820355/842733/821788/828151/827710/821251/839846/842281/838812/843864/839735",41
"GO:1901615","BP","GO:1901615","organic hydroxy compound metabolic process","65/1678","363/20875",7.0650194015806e-10,2.15129840778129e-08,1.6373492332435e-08,"827562/826642/821135/842880/818013/832524/829869/829559/842720/816041/828732/827371/843716/839889/817901/829560/843810/830058/832750/816173/814770/822299/824408/835480/816040/817457/827526/835987/820141/835991/830894/816412/817525/816218/836477/818252/831604/842805/10723114/837168/820139/817693/841899/818986/836377/837122/828685/816894/844385/829473/816152/818706/836475/838668/831884/839846/828805/826918/820850/817257/838224/835504/832482/839735/818701",65
"GO:0009407","BP","GO:0009407","toxin catabolic process","19/1678","46/20875",7.18696439956027e-10,2.15255474721256e-08,1.63830543085748e-08,"817496/843329/817495/836368/843328/843799/820083/839295/839515/827931/838288/838289/814822/814770/839479/817498/817491/842261/844174",19
"GO:0045088","BP","GO:0045088","regulation of innate immune response","30/1678","107/20875",7.90123222951961e-10,2.32831472311812e-08,1.77207602295338e-08,"838338/821832/834101/831173/817828/832474/2745743/824073/836686/28720712/824405/824807/829589/833957/831158/820141/827493/832170/826884/843620/838336/842432/825434/10723040/818549/834768/820355/817049/821717/842281",30
"GO:1901698","BP","GO:1901698","response to nitrogen compound","46/1678","217/20875",9.26126943889816e-10,2.68576813728047e-08,2.04413315434995e-08,"818959/815949/830991/821135/834896/823555/834895/817459/841606/817022/817458/834646/832660/837429/819248/818064/823752/835085/832290/837365/817460/819940/836103/817923/828255/826456/824489/843997/821036/834207/836301/832950/842428/840139/842580/837441/842733/839666/837327/824693/823706/821717/842281/826409/828942/827088",46
"GO:0009699","BP","GO:0009699","phenylpropanoid biosynthetic process","29/1678","104/20875",1.73400940782941e-09,4.95005498141302e-08,3.76747767720831e-08,"820564/843126/829955/830416/828364/820316/832145/842720/826844/831202/842479/843600/844421/822042/829572/842478/821677/830078/829779/832383/834106/827000/839768/837304/817599/827912/836475/831183/835504",29
"GO:0018958","BP","GO:0018958","phenol-containing compound metabolic process","23/1678","69/20875",1.82914736927663e-09,5.14131114410524e-08,3.91304238836345e-08,"826642/832524/829869/842720/827371/843716/843810/830058/832750/814770/824408/820141/830894/818986/836377/828685/816894/836475/839846/826918/835504/839735/818701",23
"GO:0045089","BP","GO:0045089","positive regulation of innate immune response","23/1678","70/20875",2.51819672965022e-09,6.97082640162265e-08,5.30548306199033e-08,"838338/821832/834101/831173/817828/832474/2745743/824073/836686/824807/829589/833957/820141/832170/826884/843620/842432/825434/818549/834768/817049/821717/842281",23
"GO:0010038","BP","GO:0010038","response to metal ion","49/1678","247/20875",2.81219847266219e-09,7.668487476946e-08,5.83647161411901e-08,"818959/834473/843353/824349/843842/834489/833892/827114/837408/838107/830142/835511/828641/839295/838184/839515/827931/838832/838907/821270/818630/829439/843027/836638/828255/821817/817197/842650/835437/826791/824915/828512/824355/825138/817362/837405/832858/833894/838779/831720/816847/828891/833895/821378/838472/841709/825804/831774/826409",49
"GO:0002221","BP","GO:0002221","pattern recognition receptor signaling pathway","14/1678","27/20875",3.28841833555709e-09,8.8081011309171e-08,6.7038294552136e-08,"821832/817828/832474/2745743/824073/836686/820141/832170/842432/825434/818549/817049/821717/842281",14
"GO:0006749","BP","GO:0006749","glutathione metabolic process","21/1678","60/20875",3.37475139115598e-09,8.8081011309171e-08,6.7038294552136e-08,"817496/843329/817495/836368/843328/843799/820083/839295/839515/827931/838288/838289/814822/814770/839479/817498/817491/822003/842261/844174/843864",21
"GO:0042435","BP","GO:0042435","indole-containing compound biosynthetic process","21/1678","60/20875",3.37475139115598e-09,8.8081011309171e-08,6.7038294552136e-08,"817628/823555/822298/818902/817495/6241037/826456/824408/824807/835828/824629/814980/830154/839103/830457/818429/838438/828484/828815/823706/835504",21
"GO:0009696","BP","GO:0009696","salicylic acid metabolic process","19/1678","50/20875",3.84810318882212e-09,9.90209088165918e-08,7.5364630280712e-08,"826642/832524/829869/827371/843716/843810/830058/832750/824408/820141/830894/818986/836377/828685/816894/839846/826918/839735/818701",19
"GO:0016054","BP","GO:0016054","organic acid catabolic process","38/1678","169/20875",4.76670843730009e-09,1.19298305684209e-07,9.07977194761848e-08,"826642/821135/817022/833862/841032/832524/831599/814732/814770/829452/835480/839508/829566/817457/838739/842864/830154/834660/831604/837168/817876/843947/829623/828798/818879/818588/830635/827381/819865/819870/843565/827841/820462/827314/836635/832812/814906/827088",38
"GO:0046395","BP","GO:0046395","carboxylic acid catabolic process","38/1678","169/20875",4.76670843730009e-09,1.19298305684209e-07,9.07977194761848e-08,"826642/821135/817022/833862/841032/832524/831599/814732/814770/829452/835480/839508/829566/817457/838739/842864/830154/834660/831604/837168/817876/843947/829623/828798/818879/818588/830635/827381/819865/819870/843565/827841/820462/827314/836635/832812/814906/827088",38
"GO:0002253","BP","GO:0002253","activation of immune response","20/1678","56/20875",5.31639758480523e-09,1.31257545776205e-07,9.98998749577199e-08,"815949/821832/834101/817828/832474/2745743/824073/836686/832618/824807/820141/832170/826884/842432/825434/818549/834768/817049/821717/842281",20
"GO:0071496","BP","GO:0071496","cellular response to external stimulus","47/1678","238/20875",6.85681150625158e-09,1.67031928292288e-07,1.27127691224678e-07,"838122/844398/832474/819332/819120/819609/843632/28717277/819730/834574/828053/820034/837075/834353/832801/842527/843740/843161/822299/824124/819816/838420/838739/821049/824120/828287/824754/843444/825794/820956/816141/836558/834630/828638/841899/827960/844174/838652/838472/839349/838909/824384/841765/826630/835681/820798/819941",47
"GO:0031668","BP","GO:0031668","cellular response to extracellular stimulus","46/1678","231/20875",7.53103763115937e-09,1.81042180949055e-07,1.37790868570104e-07,"838122/844398/832474/819332/819120/819609/843632/28717277/819730/834574/828053/820034/837075/834353/832801/842527/843740/843161/822299/824124/819816/838420/838739/821049/824120/828287/824754/843444/825794/820956/816141/836558/834630/828638/841899/827960/844174/838652/838472/839349/838909/824384/841765/826630/820798/819941",46
"GO:0048366","BP","GO:0048366","leaf development","71/1678","436/20875",7.95209848768177e-09,1.88681609571358e-07,1.43605223543782e-07,"826642/818959/815864/818171/820307/843353/832476/818902/822092/834489/843656/28717391/834629/833948/838272/836040/817010/839324/840317/832524/839864/818505/828053/829417/828481/833738/843282/837660/831156/817807/827634/817103/816209/831654/824408/828149/819561/820214/821185/836383/830779/815862/824807/819129/833957/837276/827297/831024/835238/821061/831345/817438/834630/840139/844081/841899/828849/831720/825336/827995/835421/838510/838668/841765/840318/842281/825251/842743/834412/823754/821138",71
"GO:0009625","BP","GO:0009625","response to insect","17/1678","42/20875",8.21738784350795e-09,1.92476507565244e-07,1.46493513377517e-07,"843660/822298/843748/834485/834469/828053/6241037/834484/5008297/824408/834620/824807/830154/838236/838438/842733/831929",17
"GO:0009991","BP","GO:0009991","response to extracellular stimulus","57/1678","320/20875",9.53072576587068e-09,2.20413113598047e-07,1.67756012481215e-07,"820564/815949/831147/838122/844398/832474/819332/819120/819609/843632/28717277/819730/834574/830421/828053/820034/837075/834353/832801/842527/843740/843161/843027/822299/824124/840446/819816/838420/838739/821049/824120/828287/824754/843444/825794/820956/816141/836558/834630/828638/841899/827960/844174/838652/838472/839907/818721/819961/839349/838909/824384/841765/826630/828805/820798/819941/842185",57
"GO:0009408","BP","GO:0009408","response to heat","55/1678","304/20875",9.8423490986145e-09,2.24774647539609e-07,1.71075567885128e-07,"818414/838122/842203/837429/831856/838107/829853/828641/837430/820049/835341/836103/825291/837252/820019/817155/831076/817575/834913/831075/821855/823875/829073/841687/834207/820438/820091/816622/820102/830601/832267/834842/831765/818429/827622/832950/817925/828929/819331/822041/837304/826849/842733/817304/835421/833746/820249/835248/841592/842281/843125/842280/837865/838224/819567",55
"GO:0044282","BP","GO:0044282","small molecule catabolic process","46/1678","234/20875",1.14713206473853e-08,2.58742010157691e-07,1.96928064654919e-07,"826642/821135/817022/834475/833862/841032/832524/831599/828732/814732/814770/827834/829452/835480/839508/829566/817457/838739/839942/842864/830154/834660/831604/837168/817876/817693/843947/829623/828798/837122/818879/818588/830635/844385/827381/819865/819870/843565/827841/816152/820462/827314/836635/832812/814906/827088",46
"GO:0071215","BP","GO:0071215","cellular response to abscisic acid stimulus","49/1678","261/20875",1.84104561542164e-08,4.0525184811751e-07,3.08436430941279e-07,"842978/838122/822092/841606/831700/826796/836040/838107/839324/843631/837075/834360/842890/831156/832750/817807/818916/842710/843418/814683/838922/838470/839265/828444/838420/818626/817544/825481/843106/816235/843257/819280/817553/821182/10723114/817876/818609/830996/842580/821005/843258/829651/837255/836739/829473/821676/818706/823706/832215",49
"GO:0097306","BP","GO:0097306","cellular response to alcohol","49/1678","261/20875",1.84104561542164e-08,4.0525184811751e-07,3.08436430941279e-07,"842978/838122/822092/841606/831700/826796/836040/838107/839324/843631/837075/834360/842890/831156/832750/817807/818916/842710/843418/814683/838922/838470/839265/828444/838420/818626/817544/825481/843106/816235/843257/819280/817553/821182/10723114/817876/818609/830996/842580/821005/843258/829651/837255/836739/829473/821676/818706/823706/832215",49
"GO:1900424","BP","GO:1900424","regulation of defense response to bacterium","19/1678","55/20875",2.40326628085549e-08,5.2271041608607e-07,3.97833929449888e-07,"824681/841606/833963/836686/843716/6241037/825139/832618/824408/837210/837999/825706/818549/831345/827085/822474/836377/828782/826918",19
"GO:0009808","BP","GO:0009808","lignin metabolic process","21/1678","67/20875",3.16828566649792e-08,6.80995048551964e-07,5.18304070023994e-07,"836802/843126/829955/830416/828364/827678/832145/826844/836533/842479/843600/844421/829572/842478/840272/829779/837304/817599/827912/831183/835504",21
"GO:0071395","BP","GO:0071395","cellular response to jasmonic acid stimulus","28/1678","111/20875",3.65586939470754e-08,7.76659695829148e-07,5.91114255863973e-07,"836602/824763/832686/838107/839748/819248/828481/821780/821902/820789/824405/824408/824807/818626/834545/836518/817841/838310/834768/822207/820355/842733/838501/844276/828151/823426/827710/821251",28
"GO:0031669","BP","GO:0031669","cellular response to nutrient levels","39/1678","189/20875",3.74474474396034e-08,7.86396396231672e-07,5.98524840504732e-07,"844398/819332/819120/819609/843632/28717277/819730/834574/820034/834353/832801/842527/843740/843161/822299/824124/819816/838739/821049/824120/828287/824754/843444/825794/816141/836558/834630/828638/841899/827960/838652/838472/839349/838909/824384/841765/826630/820798/819941",39
"GO:0002213","BP","GO:0002213","defense response to insect","17/1678","46/20875",4.13791716010518e-08,8.43717631635557e-07,6.42151926592672e-07,"817484/817495/824763/834485/830142/834378/825433/841082/6241037/834484/826456/5008297/824408/830894/835828/821808/827381",17
"GO:0002757","BP","GO:0002757","immune response-activating signaling pathway","16/1678","41/20875",4.20242498515794e-08,8.43717631635557e-07,6.42151926592672e-07,"821832/817828/832474/2745743/824073/836686/832618/820141/832170/826884/842432/825434/818549/817049/821717/842281",16
"GO:0002764","BP","GO:0002764","immune response-regulating signaling pathway","16/1678","41/20875",4.20242498515794e-08,8.43717631635557e-07,6.42151926592672e-07,"821832/817828/832474/2745743/824073/836686/832618/820141/832170/826884/842432/825434/818549/817049/821717/842281",16
"GO:0009838","BP","GO:0009838","abscission","16/1678","41/20875",4.20242498515794e-08,8.43717631635557e-07,6.42151926592672e-07,"818785/824918/843208/824802/822153/829956/843810/819988/817746/828967/824408/823964/829712/831345/841591/821676",16
"GO:0031667","BP","GO:0031667","response to nutrient levels","50/1678","277/20875",4.92827011814116e-08,9.7700006528839e-07,7.43592939962529e-07,"820564/815949/831147/844398/819332/819120/819609/843632/28717277/819730/834574/830421/820034/834353/832801/842527/843740/843161/843027/822299/824124/840446/819816/838739/821049/824120/828287/824754/843444/825794/816141/836558/834630/828638/841899/827960/838652/838472/839907/818721/819961/839349/838909/824384/841765/826630/828805/820798/819941/842185",50
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","30/1678","126/20875",4.97323514350412e-08,9.7700006528839e-07,7.43592939962529e-07,"820564/821135/842909/838212/842945/834678/842368/828641/823679/837075/829946/842527/831156/842710/836423/832477/825817/834842/820728/814721/836286/837405/816248/837304/818708/819961/840318/840181/843864/842910",30
"GO:0009867","BP","GO:0009867","jasmonic acid mediated signaling pathway","27/1678","107/20875",6.32753778467352e-08,1.22983101410622e-06,9.36022106780931e-07,"836602/824763/832686/838107/839748/819248/828481/821780/821902/820789/824405/824408/824807/818626/834545/836518/838310/834768/822207/820355/842733/838501/844276/828151/823426/827710/821251",27
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","28/1678","114/20875",6.77861683119321e-08,1.30363504743053e-06,9.92194219834485e-07,"827562/821135/819730/829417/839889/839508/839691/817457/819107/821243/842864/826790/826791/831604/817876/843785/843947/818879/827381/819865/819870/816152/821175/820462/827314/836635/832812/827088",28
"GO:0002218","BP","GO:0002218","activation of innate immune response","18/1678","53/20875",7.57527760287804e-08,1.44167001879773e-06,1.09725238085547e-06,"821832/834101/817828/832474/2745743/824073/836686/824807/820141/832170/826884/842432/825434/818549/834768/817049/821717/842281",18
"GO:0071398","BP","GO:0071398","cellular response to fatty acid","28/1678","115/20875",8.28024464671747e-08,1.55958834737658e-06,1.18699980231294e-06,"836602/824763/832686/838107/839748/819248/828481/821780/821902/820789/824405/824408/824807/818626/834545/836518/817841/838310/834768/822207/820355/842733/838501/844276/828151/823426/827710/821251",28
"GO:0009615","BP","GO:0009615","response to virus","26/1678","102/20875",8.86087846433528e-08,1.65192091370822e-06,1.25727394751739e-06,"818959/818171/843842/834678/831856/819632/821835/838721/824306/829308/817197/831903/821569/844423/825362/820438/830520/820102/820338/831345/827085/843276/840017/824148/840016/820337",26
"GO:0032787","BP","GO:0032787","monocarboxylic acid metabolic process","74/1678","490/20875",9.622235357696e-08,1.77573979782935e-06,1.35151227086831e-06,"838508/827562/826642/815864/821135/842880/823555/832524/829869/843838/835358/821249/837075/827371/843716/839889/831483/817901/6241037/843810/820709/830058/832750/814770/827226/826456/824408/834758/832820/817457/820141/830894/828733/816412/817525/841944/842864/822169/830154/832383/831604/817876/842748/817693/818986/836377/843947/835258/821460/837122/818879/828685/816894/827381/819865/828484/819870/818706/836475/819767/820462/838668/827314/836635/839846/832812/826918/817257/838224/819567/814974/839735/818701/827088",74
"GO:0002758","BP","GO:0002758","innate immune response-activating signaling pathway","15/1678","39/20875",1.3994828417977e-07,2.55685515196441e-06,1.94601772001555e-06,"821832/817828/832474/2745743/824073/836686/820141/832170/826884/842432/825434/818549/817049/821717/842281",15
"GO:0009738","BP","GO:0009738","abscisic acid-activated signaling pathway","42/1678","222/20875",1.50323820416757e-07,2.71922395941995e-06,2.06959631860902e-06,"842978/838122/841606/831700/826796/836040/838107/839324/843631/834360/832750/817807/842710/843418/814683/838922/838470/839265/828444/818626/817544/825481/843106/816235/843257/819280/817553/821182/817876/818609/830996/842580/821005/843258/829651/837255/836739/829473/821676/818706/823706/832215",42
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","32/1678","148/20875",1.99965913637616e-07,3.58174239427377e-06,2.72605750170579e-06,"842909/818902/28717391/824802/842368/824073/817901/6241037/834484/827834/5008204/842710/824408/820214/828444/827563/829479/826838/823964/5007997/834842/814721/837405/816248/837304/816847/838652/828151/821251/825251/843864/842910",32
"GO:0010120","BP","GO:0010120","camalexin biosynthetic process","9/1678","15/20875",4.39553029254323e-07,7.72176331199662e-06,5.8770197534915e-06,"817628/822298/818902/817495/824408/824807/830154/818429/823706",9
"GO:0052317","BP","GO:0052317","camalexin metabolic process","9/1678","15/20875",4.39553029254323e-07,7.72176331199662e-06,5.8770197534915e-06,"817628/822298/818902/817495/824408/824807/830154/818429/823706",9
"GO:0043068","BP","GO:0043068","positive regulation of programmed cell death","14/1678","37/20875",4.64123504097684e-07,8.07574897129971e-06,6.14643758308813e-06,"838338/831173/822119/830902/817807/837783/817746/824188/829589/833957/843620/839561/821717/836158",14
"GO:1900055","BP","GO:1900055","regulation of leaf senescence","18/1678","59/20875",4.76154747727054e-07,8.20693135940875e-06,6.24628025568459e-06,"843353/818902/28717391/839324/840317/839864/819561/821185/836383/824807/819129/833957/831345/834630/844081/828849/838510/825251",18
"GO:0009862","BP","GO:0009862","systemic acquired resistance, salicylic acid mediated signaling pathway","10/1678","19/20875",5.15639565951363e-07,8.80442511208542e-06,6.70103164409002e-06,"815864/836686/824408/824807/823964/834545/842733/828151/827710/838812",10
"GO:0043562","BP","GO:0043562","cellular response to nitrogen levels","16/1678","48/20875",5.34989197357734e-07,9.05023392196833e-06,6.88811627397238e-06,"28717277/819730/834574/820034/832801/822299/819816/821049/828287/825794/836558/834630/841899/838652/820798/819941",16
"GO:0016042","BP","GO:0016042","lipid catabolic process","28/1678","128/20875",8.84464295591806e-07,1.48249198903324e-05,1.12832190678588e-05,"827562/821135/819730/829417/839889/839508/839691/817457/819107/821243/842864/826790/826791/831604/817876/843785/843947/818879/827381/819865/819870/816152/821175/820462/827314/836635/832812/827088",28
"GO:0009403","BP","GO:0009403","toxin biosynthetic process","9/1678","16/20875",9.32698236085136e-07,1.49477164677855e-05,1.13766793154983e-05,"817628/822298/818902/817495/824408/824807/830154/818429/823706",9
"GO:0009700","BP","GO:0009700","indole phytoalexin biosynthetic process","9/1678","16/20875",9.32698236085136e-07,1.49477164677855e-05,1.13766793154983e-05,"817628/822298/818902/817495/824408/824807/830154/818429/823706",9
"GO:0046217","BP","GO:0046217","indole phytoalexin metabolic process","9/1678","16/20875",9.32698236085136e-07,1.49477164677855e-05,1.13766793154983e-05,"817628/822298/818902/817495/824408/824807/830154/818429/823706",9
"GO:0052314","BP","GO:0052314","phytoalexin metabolic process","9/1678","16/20875",9.32698236085136e-07,1.49477164677855e-05,1.13766793154983e-05,"817628/822298/818902/817495/824408/824807/830154/818429/823706",9
"GO:0052315","BP","GO:0052315","phytoalexin biosynthetic process","9/1678","16/20875",9.32698236085136e-07,1.49477164677855e-05,1.13766793154983e-05,"817628/822298/818902/817495/824408/824807/830154/818429/823706",9
"GO:0010224","BP","GO:0010224","response to UV-B","20/1678","74/20875",9.77159421131333e-07,1.53902608828185e-05,1.17134990500408e-05,"837098/843842/834629/838107/843716/832750/836103/821027/821744/842976/829779/821048/830996/837405/824693/828127/819685/823706/814646/840181",20
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","20/1678","74/20875",9.77159421131333e-07,1.53902608828185e-05,1.17134990500408e-05,"820564/821135/842909/838212/834678/842368/837075/836423/825817/820728/836286/837405/816248/837304/818708/819961/840318/840181/843864/842910",20
"GO:2000031","BP","GO:2000031","regulation of salicylic acid mediated signaling pathway","12/1678","29/20875",9.95840823086185e-07,1.5550437468192e-05,1.18354091524683e-05,"838107/814985/824408/838043/824807/834545/827085/842733/827710/839846/843864/839735",12
"GO:0080136","BP","GO:0080136","priming of cellular response to stress","8/1678","13/20875",1.52858802741387e-06,2.36184906919704e-05,1.79759895163731e-05,"815949/824349/822092/817828/834836/823729/829853/823706",8
"GO:1900426","BP","GO:1900426","positive regulation of defense response to bacterium","12/1678","30/20875",1.53836912553064e-06,2.36184906919704e-05,1.79759895163731e-05,"824681/841606/836686/843716/832618/824408/837210/837999/831345/827085/828782/826918",12
"GO:0010337","BP","GO:0010337","regulation of salicylic acid metabolic process","10/1678","21/20875",1.69465499862629e-06,2.58011223540852e-05,1.96371864314502e-05,"843716/832750/824408/820141/836377/828685/839846/826918/839735/818701",10
"GO:0046777","BP","GO:0046777","protein autophosphorylation","33/1678","170/20875",1.73356048105028e-06,2.61753305692468e-05,1.99219956108518e-05,"833892/819609/839324/823679/843936/842890/825139/836150/832618/835947/828967/834620/838470/825806/816235/831316/842432/837531/818549/838236/815625/842891/831123/816258/818989/828424/825369/825804/821717/828283/818521/826409/819260",33
"GO:0015748","BP","GO:0015748","organophosphate ester transport","16/1678","52/20875",1.80559081684904e-06,2.70394624785507e-05,2.05796848063639e-05,"842477/828955/822148/831193/830375/820456/828400/820603/843201/843602/837881/818435/832812/818584/834447/819362",16
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","57/1678","373/20875",1.92118456330917e-06,2.84911233410282e-05,2.16845411998377e-05,"825182/817496/832525/843329/817628/825184/822298/839488/817180/818902/817495/836368/842945/843328/843799/820083/831174/839295/839515/827931/843107/838288/814904/838289/819562/834871/814822/6241037/837768/814770/826456/829452/817869/839479/824408/821817/819055/824807/838708/835828/820331/817498/833992/830154/817491/818429/838438/828798/834400/822003/842261/844174/821676/836499/823706/842281/843864",57
"GO:0031348","BP","GO:0031348","negative regulation of defense response","20/1678","77/20875",1.93371608882731e-06,2.84911233410282e-05,2.16845411998377e-05,"841606/824763/833963/843810/830058/825139/825291/824405/824408/831158/827493/834892/821808/837673/822474/836377/820355/842733/839722/842281",20
"GO:0009267","BP","GO:0009267","cellular response to starvation","33/1678","171/20875",1.98484140652205e-06,2.8792031178535e-05,2.19135615975829e-05,"819332/819120/819609/843632/28717277/819730/834574/834353/842527/843740/843161/822299/824124/819816/838739/824120/828287/824754/843444/825794/816141/834630/828638/841899/827960/838652/838472/839349/838909/824384/841765/820798/819941",33
"GO:0009411","BP","GO:0009411","response to UV","28/1678","133/20875",1.98565732265758e-06,2.8792031178535e-05,2.19135615975829e-05,"838212/837098/843842/834629/838107/824257/843716/832750/836103/821027/824408/821744/821855/842976/829779/821048/835357/830996/837405/842104/821788/824693/828127/819685/823706/832250/814646/840181",28
"GO:0007166","BP","GO:0007166","cell surface receptor signaling pathway","17/1678","59/20875",2.39659687965516e-06,3.44747707301834e-05,2.62386841440223e-05,"838719/844307/838184/838185/838721/838716/842432/842832/822269/830350/838723/842891/843068/838195/821717/824933/838180",17
"GO:0009409","BP","GO:0009409","response to cold","63/1678","430/20875",2.41530960780705e-06,3.44747707301834e-05,2.62386841440223e-05,"826708/838122/824893/834489/842862/842945/826796/832474/833998/838107/831174/818354/828641/836881/821904/828053/836011/832145/827931/817901/843810/818353/836103/825291/820019/826860/838337/839341/824188/817575/844421/821855/835991/838896/842114/832206/831554/830565/821806/825817/831765/818429/838236/829103/827085/828064/830996/829623/819331/831720/843258/824786/839666/816641/839349/828151/837414/818605/841592/823706/838456/838224/826409",63
"GO:1901605","BP","GO:1901605","alpha-amino acid metabolic process","46/1678","281/20875",2.86584163209252e-06,4.05127761893037e-05,3.08341989145682e-05,"827024/817180/818902/817022/828364/837082/833862/841032/844329/831599/826844/838352/833738/814732/837543/814770/829452/821817/835480/823601/829566/824629/818489/831024/814980/830154/834660/839103/821995/832075/830457/837168/822529/829623/828798/818588/830635/828815/843565/827841/818721/822530/833436/831519/827506/814906",46
"GO:0010200","BP","GO:0010200","response to chitin","10/1678","22/20875",2.88268248747098e-06,4.05127761893037e-05,3.08341989145682e-05,"841606/832660/818064/823752/836103/817923/839666/823706/821717/842281",10
"GO:0009809","BP","GO:0009809","lignin biosynthetic process","16/1678","54/20875",3.15008838598171e-06,4.39329120701418e-05,3.3437257998247e-05,"843126/829955/830416/828364/832145/826844/842479/843600/844421/829572/842478/829779/837304/827912/831183/835504",16
"GO:0072329","BP","GO:0072329","monocarboxylic acid catabolic process","18/1678","67/20875",3.70215761369813e-06,5.12412269714128e-05,3.89996029321789e-05,"826642/821135/832524/814770/817457/842864/831604/817876/843947/818879/827381/819865/819870/820462/827314/836635/832812/827088",18
"GO:0034976","BP","GO:0034976","response to endoplasmic reticulum stress","24/1678","109/20875",4.62835758479112e-06,6.35790173489728e-05,4.83898723348562e-05,"837429/836572/837365/834210/824661/839355/844087/824489/814811/834758/834207/840897/817874/828520/837998/821995/836301/832950/838779/837441/816258/820249/819360/828942",24
"GO:1901617","BP","GO:1901617","organic hydroxy compound biosynthetic process","39/1678","227/20875",4.93221534521383e-06,6.72474435500423e-05,5.11819047213469e-05,"827562/821135/842880/818013/829559/842720/816041/843716/839889/817901/829560/843810/830058/832750/816173/822299/824408/835480/816040/835987/820141/835991/816412/836477/842805/10723114/837168/841899/836377/828685/816152/818706/836475/838668/820850/817257/838224/835504/832482",39
"GO:0043200","BP","GO:0043200","response to amino acid","12/1678","33/20875",5.02639878127876e-06,6.80239301733058e-05,5.17728872520019e-05,"830991/834896/834895/817459/817458/834646/817460/819940/842428/824693/823706/826409",12
"GO:0042594","BP","GO:0042594","response to starvation","38/1678","219/20875",5.10659683618028e-06,6.86011207330983e-05,5.22121859179114e-05,"820564/819332/819120/819609/843632/28717277/819730/834574/830421/834353/842527/843740/843161/822299/824124/840446/819816/838739/824120/828287/824754/843444/825794/816141/834630/828638/841899/827960/838652/838472/819961/839349/838909/824384/841765/828805/820798/819941",38
"GO:0080135","BP","GO:0080135","regulation of cellular response to stress","23/1678","103/20875",5.65463931906732e-06,7.54089491674161e-05,5.73936115289123e-05,"838338/815949/824349/822092/831173/817828/819120/834836/823729/829853/817744/824405/829589/831158/827493/843620/816622/10723040/820728/820355/823706/821717/840181",23
